                        ORT     Lon     Lat     Dep     Mag  Nus  NuP  NuS     ADS     MDS  GAP  RMS  ERH  ERZ
2012-08-11T12:23:15.400000Z  46.809  38.416   4.200   6.500   23   19   14 137.120  15.700  NaN  NaN None None
2012-08-11T12:28:46.100000Z  46.771  38.444  21.700   3.500   25   19   14 130.810  11.200  NaN  NaN None None
2012-08-11T12:49:15.500000Z  46.688  38.393  13.300   4.600   22   12   14 130.570  12.500  NaN  NaN None None
2012-08-11T13:14:05.500000Z  46.673  38.388   4.100   4.400   23   18   14 154.520  33.200  NaN  NaN None None
2012-08-11T13:23:14.900000Z  46.714  38.482  10.000   3.700   24   19   14 144.380   4.700  NaN  NaN None None
2012-08-11T13:42:11.400000Z  46.679  38.407  13.800   4.000   21   17   14 128.990  10.800  NaN  NaN None None
2012-08-11T14:14:53.600000Z  46.696  38.489  27.100   2.800   22   19   14 127.330   2.960  NaN  NaN None None
2012-08-11T14:25:15.200000Z  46.680  38.441  12.500   4.300   19   10   14 102.270   7.080  NaN  NaN None None
2012-08-11T14:55:57.200000Z  46.745  38.443   8.000   3.100   23   19   14 136.840  29.500  NaN  NaN None None
2012-08-11T15:21:14.500000Z  46.793  38.430  16.800   4.700   22   20   14 163.530  25.100  NaN  NaN None None
2012-08-11T16:00:50.200000Z  46.779  38.412  15.100   4.000   24   19   14 131.950  25.300  NaN  NaN None None
2012-08-11T16:15:04.000000Z  46.676  38.422  16.400   2.700   24   19   14 138.890   9.140  NaN  NaN None None
2012-08-11T16:21:52.800000Z  46.661  38.412  19.900   4.100   17   10   14 131.490  34.900  NaN  NaN None None
2012-08-11T16:34:32.400000Z  46.666  38.435  15.100   3.300   25   19   14 145.460   7.670  NaN  NaN None None
2012-08-11T17:37:58.300000Z  46.876  38.408  21.300   2.100   24   19   14 136.760  17.600  NaN  NaN None None
2012-08-11T17:45:44.300000Z  46.803  38.412  10.000   2.500   22   19   14 140.590  23.400  NaN  NaN None None
2012-08-11T17:49:25.400000Z  46.822  38.420  16.900   2.600   23   19   13 135.070  21.500  NaN  NaN None None
2012-08-11T17:58:33.100000Z  46.807  38.374  10.000   4.100   24   19   14 129.810  18.900  NaN  NaN None None
2012-08-11T18:13:03.200000Z  46.660  38.393   5.400   3.000   23   18   14 145.780  12.400  NaN  NaN None None
2012-08-11T18:21:44.500000Z  46.697  38.432  19.900   2.600   23   19   14 133.730   8.400  NaN  NaN None None
2012-08-11T19:12:04.600000Z  46.804  38.442  19.900   2.900   22   19   14 116.210  13.700  NaN  NaN None None
2012-08-11T19:29:29.300000Z  46.780  38.449  26.400   2.600   23   19   14 116.370  11.500  NaN  NaN None None
2012-08-11T19:30:45.100000Z  46.941  38.432  22.200   2.700   21   19   13 123.190  11.600  NaN  NaN None None
2012-08-11T19:40:17.100000Z  46.810  38.452  20.000   2.600   23   19   14 127.340  13.700  NaN  NaN None None
2012-08-11T20:10:29.900000Z  46.762  38.420  14.100   3.400   22   17   14 147.680  27.000  NaN  NaN None None
2012-08-11T20:29:18.600000Z  46.864  38.381   4.100   2.600   25   19   14 139.670  17.100  NaN  NaN None None
2012-08-11T20:37:27.400000Z  46.782  38.463  20.000   2.300   23   19   14 130.480  11.000  NaN  NaN None None
2012-08-11T20:45:46.600000Z  46.685  38.417  14.000   2.900   20   19   14 124.580  33.000  NaN  NaN None None
2012-08-11T21:13:21.200000Z  46.672  38.429  12.300   2.400   25   19   14 132.710   8.340  NaN  NaN None None
2012-08-11T21:18:35.100000Z  46.715  38.445  20.000   2.600   23   19   14 142.110  31.900  NaN  NaN None None
2012-08-11T21:21:14.000000Z  46.804  38.439  18.200   2.700   23   19   13 138.490  13.900  NaN  NaN None None
2012-08-11T21:33:50.700000Z  46.848  38.439  19.100   3.100   23   19   14 117.930  17.300  NaN  NaN None None
2012-08-11T22:04:32.200000Z  46.696  38.414  14.000   3.700   22   19   14 134.620  10.300  NaN  NaN None None
2012-08-11T22:12:46.700000Z  46.756  38.413  17.400   3.300   23   19   14 133.920  12.700  NaN  NaN None None
2012-08-11T23:40:52.700000Z  46.783  38.472  14.900   2.200   24   19   14 141.210  23.500  NaN  NaN None None
2012-08-11T23:58:13.400000Z  46.700  38.464  11.400   3.400   22   13   14 135.710   5.250  NaN  NaN None None
2012-08-12T00:10:52.700000Z  46.696  38.401   7.200   2.500   22   18   14 141.270  11.700  NaN  NaN None None
2012-08-12T00:15:22.800000Z  46.762  38.445  17.500   3.100   23   17   14 134.180  10.500  NaN  NaN None None
2012-08-12T00:34:16.300000Z  46.763  38.424  19.200   3.800   19   11   14 109.230  12.200  NaN  NaN None None
2012-08-12T00:41:26.300000Z  46.746  38.475  19.800   2.700   23   19   14 144.510  26.700  NaN  NaN None None
2012-08-12T01:35:50.300000Z  46.748  38.447   8.900   2.200   23   19   14 125.290   9.430  NaN  NaN None None
2012-08-12T02:24:43.200000Z  46.785  38.433  12.500   3.700   21   14   14 138.820  12.900  NaN  NaN None None
2012-08-12T02:32:17.200000Z  46.694  38.391  18.300   1.700   22   19   14 118.310  12.800  NaN  NaN None None
2012-08-12T03:28:00.400000Z  46.751  38.478   4.700   2.400   24   19   14 127.120   7.810  NaN  NaN None None
2012-08-12T04:10:44.300000Z  46.881  38.405  27.200   2.500   23   19   14 133.500  17.100  NaN  NaN None None
2012-08-12T04:35:39.400000Z  46.737  38.483  14.200   2.600   22   19   14 129.190   6.460  NaN  NaN None None
2012-08-12T04:40:40.700000Z  46.752  38.428  10.000   2.900   20   19   14 138.490  11.200  NaN  NaN None None
2012-08-12T05:13:20.700000Z  46.856  38.480   4.200   2.300   25   19   14 136.410  16.600  NaN  NaN None None
2012-08-12T05:17:53.600000Z  46.933  38.310  31.400   2.200   21   19   14 133.570   9.590  NaN  NaN None None
2012-08-12T05:37:55.900000Z  46.782  38.429  10.000   2.200   21   19   14 117.390  13.000  NaN  NaN None None
2012-08-12T06:03:57.900000Z  46.791  38.461  10.000   2.600   24   19   14 127.010  11.800  NaN  NaN None None
2012-08-12T06:17:50.000000Z  46.841  38.445  10.000   2.600   23   19   14 134.480  16.500  NaN  NaN None None
2012-08-12T06:29:57.100000Z  46.744  38.346  30.100   1.700   22   19   14 138.480  18.800  NaN  NaN None None
2012-08-12T06:40:44.500000Z  46.650  38.392  19.400   4.100   25   19   14 145.080  35.300  NaN  NaN None None
2012-08-12T07:22:55.500000Z  46.774  38.446  19.200   3.000   21   19   13 126.490  24.700  NaN  NaN None None
2012-08-12T07:26:53.200000Z  46.711  38.463  15.500   2.300   24   19   13 134.540  29.800  NaN  NaN None None
2012-08-12T07:29:28.800000Z  46.881  38.382  23.000   2.300   23   19   14 141.730  15.800  NaN  NaN None None
2012-08-12T07:33:03.000000Z  46.696  38.424  10.000   2.400   21   19   13 130.630  31.900  NaN  NaN None None
2012-08-12T07:36:35.600000Z  46.778  38.449  15.200   2.700   23   19   13 131.110  11.400  NaN  NaN None None
2012-08-12T08:01:20.000000Z  46.819  38.417  21.600   2.900   22   19   13 121.290  16.400  NaN  NaN None None
2012-08-12T08:03:43.800000Z  46.752  38.428  17.900   2.100   23   19   14 138.150  27.000  NaN  NaN None None
2012-08-12T10:15:33.400000Z  46.750  38.422  19.800   3.300   23   19   14 116.290  11.600  NaN  NaN None None
2012-08-12T10:29:27.900000Z  46.650  38.404  10.000   2.000   24   19   14 134.880  11.200  NaN  NaN None None
2012-08-12T11:21:16.200000Z  46.707  38.423  19.600   2.200   24   19   14 138.390   9.620  NaN  NaN None None
2012-08-12T11:51:31.500000Z  46.798  38.400  15.300   3.300   22   19   14 130.990  16.200  NaN  NaN None None
2012-08-12T14:19:08.800000Z  46.799  38.420  18.900   3.100   25   19   14 128.480  14.800  NaN  NaN None None
2012-08-12T15:15:10.000000Z  46.858  38.431  15.000   2.100   21   19   14 156.210  20.400  NaN  NaN None None
2012-08-12T15:59:25.400000Z  46.811  38.450  14.500   2.500   22   19   14 120.240  13.900  NaN  NaN None None
