Longitude,Latitude,Depth,OriginTime,Mag,x,y,z
 46.5670, 38.4690,  5.2000,2012-08-17T13:24:24.300000Z,  2.0000,-15.9705, 24.3256,  5.2000
 46.6500, 38.4250, 16.7000,2012-08-17T14:34:36.600000Z,  2.0000, -8.7323, 19.4302, 16.7000
 46.6560, 38.4480, 17.4000,2012-08-17T14:37:38.400000Z,  2.2000, -8.2058, 21.9828, 17.4000
 46.7680, 38.4220, 10.0000,2012-08-17T15:04:09.100000Z,  1.4000,  1.5719, 19.0927, 10.0000
 46.7900, 38.4580,  5.3000,2012-08-17T16:13:15.000000Z,  1.5000,  3.4913, 23.0894,  5.3000
 46.6510, 38.3910, 15.4000,2012-08-17T16:58:47.500000Z,  1.6000, -8.6491, 15.6560, 15.4000
 46.9280, 38.3670,  4.1000,2012-08-17T17:57:47.000000Z,  1.5000, 15.5560, 13.0023,  4.1000
 46.9820, 38.3810,  4.8000,2012-08-17T18:49:55.700000Z,  2.6000, 20.2713, 14.5668,  4.8000
 46.6220, 38.4710, 20.0000,2012-08-17T19:34:08.400000Z,  3.1000,-11.1703, 24.5395, 20.0000
 46.6660, 38.4380, 20.0000,2012-08-17T20:04:59.900000Z,  1.8000, -7.3338, 20.8719, 20.0000
 46.6850, 38.4490, 19.9000,2012-08-17T20:15:33.700000Z,  3.4000, -5.6741, 22.0916, 19.9000
 46.7020, 38.4090, 20.0000,2012-08-17T21:36:15.600000Z,  1.1000, -4.1924, 17.6505, 20.0000
 46.6860, 38.4330, 15.5000,2012-08-17T23:14:09.100000Z,  3.0000, -5.5881, 20.3155, 15.5000
 46.7220, 38.4460, 26.3000,2012-08-18T01:48:25.100000Z,  3.0000, -2.4443, 21.7570, 26.3000
 46.7530, 38.3740, 19.8000,2012-08-18T02:06:28.600000Z,  2.3000,  0.2622, 13.7643, 19.8000
 46.6900, 38.4040,  9.3000,2012-08-18T02:21:31.700000Z,  1.7000, -5.2409, 17.0961,  9.3000
 46.8450, 38.4520, 20.8000,2012-08-18T03:26:47.000000Z,  2.7000,  8.2926, 22.4269, 20.8000
 46.7970, 38.3930, 17.3000,2012-08-18T04:44:40.300000Z,  2.3000,  4.1060, 15.8744, 17.3000
 46.9060, 38.5310, 11.7000,2012-08-18T05:38:00.900000Z,  2.3000, 13.6026, 31.2037, 11.7000
 46.9420, 38.4340, 13.0000,2012-08-18T06:02:57.800000Z,  1.9000, 16.7640, 20.4420, 13.0000
 46.6630, 38.4680, 16.7000,2012-08-18T08:46:28.100000Z,  2.1000, -7.5926, 24.2023, 16.7000
 46.7110, 38.4200, 14.5000,2012-08-18T08:59:07.800000Z,  2.4000, -3.4058, 18.8712, 14.5000
 46.6630, 38.4230, 20.0000,2012-08-18T11:21:28.700000Z,  2.9000, -7.5973, 19.2071, 20.0000
 46.8380, 38.4360, 19.3000,2012-08-18T14:33:47.100000Z,  1.7000,  7.6833, 20.6502, 19.3000
 46.8800, 38.4140,  7.6000,2012-08-18T15:56:05.800000Z,  3.3000, 11.3538, 18.2125,  7.6000
 46.9520, 38.4680,  4.1000,2012-08-18T18:15:49.200000Z,  1.9000, 17.6289, 24.2180,  4.1000
 46.6550, 38.4540, 14.8000,2012-08-18T19:10:11.500000Z,  1.7000, -8.2924, 22.6489, 14.8000
 46.8650, 38.4690, 10.5000,2012-08-18T19:30:33.800000Z,  1.9000, 10.0361, 24.3160, 10.5000
 46.6420, 38.4130,  4.3000,2012-08-18T19:39:46.800000Z,  1.6000, -9.4325, 18.0990,  4.3000
 46.7850, 38.5470, 14.4000,2012-08-18T20:31:53.800000Z,  2.4000,  3.0512, 32.9688, 14.4000
 46.7070, 38.4500, 12.4000,2012-08-18T20:41:51.400000Z,  2.1000, -3.7536, 22.2015, 12.4000
 46.6640, 38.4130, 19.9000,2012-08-18T21:08:39.400000Z,  3.1000, -7.5110, 18.0970, 19.9000
 46.6480, 38.4620, 11.7000,2012-08-18T21:09:40.500000Z,  3.2000, -8.9024, 23.5376, 11.7000
 46.7760, 38.4300, 18.1000,2012-08-18T21:20:44.100000Z,  1.9000,  2.2703, 19.9809, 18.1000
 46.6460, 38.4270, 15.2000,2012-08-18T21:29:15.400000Z,  2.5000, -9.0814, 19.6526, 15.2000
 46.6710, 38.4180, 12.3000,2012-08-18T21:41:10.400000Z,  1.6000, -6.8992, 18.6514, 12.3000
 46.6570, 38.4130, 14.8000,2012-08-18T22:11:10.000000Z,  1.8000, -8.1224, 18.0976, 14.8000
 46.6960, 38.4430, 16.9000,2012-08-18T22:52:25.200000Z,  1.4000, -4.7143, 21.4250, 16.9000
 46.8590, 38.4220, 14.0000,2012-08-18T23:14:43.700000Z,  1.2000,  9.5186, 19.0981, 14.0000
 46.6880, 38.4570, 16.5000,2012-08-18T23:47:23.000000Z,  1.7000, -5.4117, 22.9795, 16.5000
 46.8220, 38.4440, 15.0000,2012-08-18T23:54:42.400000Z,  2.0000,  6.2856, 21.5371, 15.0000
 46.6590, 38.4360, 15.5000,2012-08-19T00:04:53.600000Z,  1.5000, -7.9452, 20.6505, 15.5000
 46.7240, 38.4260, 19.9000,2012-08-19T00:37:06.700000Z,  3.1000, -2.2704, 19.5368, 19.9000
 46.6970, 38.4910, 19.8000,2012-08-19T00:55:16.900000Z,  1.8000, -4.6239, 26.7532, 19.8000
 46.6880, 38.4390, 15.2000,2012-08-19T01:12:37.800000Z,  2.0000, -5.4130, 20.9814, 15.2000
 46.6540, 38.4350, 15.6000,2012-08-19T01:29:34.300000Z,  2.1000, -8.3819, 20.5399, 15.6000
 46.6500, 38.3880, 19.9000,2012-08-19T01:58:30.400000Z,  4.3000, -8.7368, 15.3231, 19.9000
 46.6570, 38.4210, 15.7000,2012-08-19T02:23:11.900000Z,  2.2000, -8.1215, 18.9856, 15.7000
 46.6640, 38.4140, 15.3000,2012-08-19T02:26:30.000000Z,  1.7000, -7.5109, 18.2080, 15.3000
 46.6490, 38.4160, 14.0000,2012-08-19T03:29:48.300000Z,  1.8000, -8.8208, 18.4313, 14.0000
 46.8330, 38.4770, 14.9000,2012-08-19T03:47:58.700000Z,  1.9000,  7.2426, 25.2011, 14.9000
 46.7800, 38.4270, 23.0000,2012-08-19T04:39:27.700000Z,  2.0000,  2.6196, 19.6480, 23.0000
 46.7810, 38.4650, 19.5000,2012-08-19T05:10:15.500000Z,  2.7000,  2.7055, 23.8662, 19.5000
 46.6480, 38.4500,  4.2000,2012-08-19T08:18:27.700000Z,  2.4000, -8.9039, 22.2056,  4.2000
 46.6650, 38.4440,  4.2000,2012-08-19T08:25:19.900000Z,  2.0000, -7.4205, 21.5380,  4.2000
 46.8190, 38.4430,  4.1000,2012-08-19T10:51:59.600000Z,  2.5000,  6.0238, 21.4259,  4.1000
 46.6750, 38.4640, 19.8000,2012-08-19T13:41:50.700000Z,  2.0000, -6.5457, 23.7574, 19.8000
 46.7680, 38.4340, 16.3000,2012-08-19T14:40:59.300000Z,  2.1000,  1.5716, 20.4247, 16.3000
 46.8210, 38.3560, 14.2000,2012-08-19T15:32:28.900000Z,  2.2000,  6.2058, 11.7686, 14.2000
 46.6360, 38.4330, 14.2000,2012-08-19T22:30:29.100000Z,  1.5000, -9.9538, 20.3197, 14.2000
 46.6520, 38.4230, 14.8000,2012-08-19T23:27:02.100000Z,  1.7000, -8.5579, 19.2080, 14.8000
 46.6770, 38.4950,  8.6000,2012-08-20T01:04:22.500000Z,  2.0000, -6.3685, 27.1984,  8.6000
 46.6930, 38.4220,  4.1000,2012-08-20T01:24:12.800000Z,  1.5000, -4.9776, 19.0940,  4.1000
 46.6790, 38.4340,  4.1000,2012-08-20T01:45:10.500000Z,  1.3000, -6.1992, 20.4269,  4.1000
 46.6830, 38.3820, 15.5000,2012-08-20T02:04:58.500000Z,  1.9000, -5.8541, 14.6545, 15.5000
 46.6790, 38.4440, 19.9000,2012-08-20T04:09:59.400000Z,  2.7000, -6.1983, 21.5370, 19.9000
 46.6730, 38.4270, 20.0000,2012-08-20T06:06:14.300000Z,  2.1000, -6.7237, 19.6503, 20.0000
 46.7760, 38.3940, 13.4000,2012-08-20T06:59:31.400000Z,  1.7000,  2.2714, 15.9847, 13.4000
 46.8420, 38.4350,  9.2000,2012-08-20T10:06:32.400000Z,  2.0000,  8.0326, 20.5396,  9.2000
 46.7430, 38.4610, 22.9000,2012-08-20T12:21:03.200000Z,  1.8000, -0.6110, 23.4217, 22.9000
 46.6420, 38.4290, 20.0000,2012-08-20T14:53:29.300000Z,  1.8000, -9.4304, 19.8751, 20.0000
 46.6780, 38.4220, 20.0000,2012-08-20T16:54:51.800000Z,  3.0000, -6.2875, 19.0950, 20.0000
 46.8120, 38.4300, 18.0000,2012-08-20T20:32:50.100000Z,  2.1000,  5.4137, 19.9824, 18.0000
 46.6540, 38.4430, 10.0000,2012-08-20T21:17:40.000000Z,  1.9000, -8.3810, 21.4280, 10.0000
 46.8760, 38.4320, 19.8000,2012-08-20T21:24:17.400000Z,  3.0000, 11.0017, 20.2101, 19.8000
 46.6780, 38.4470,  5.1000,2012-08-20T21:37:38.800000Z,  2.8000, -6.2854, 21.8701,  5.1000
 46.6680, 38.4250,  4.2000,2012-08-20T22:20:12.400000Z,  1.5000, -7.1605, 19.4287,  4.2000
 46.6770, 38.4310, 17.1000,2012-08-21T03:31:54.600000Z,  2.4000, -6.3741, 20.0941, 17.1000
 46.7500, 38.4390,  4.7000,2012-08-21T05:23:59.000000Z,  2.0000,  0.0000, 20.9796,  4.7000
 46.5640, 38.3810, 14.3000,2012-08-21T08:38:50.200000Z,  2.6000,-16.2520, 14.5577, 14.3000
 46.7570, 38.4740,  5.7000,2012-08-21T09:15:11.900000Z,  1.7000,  0.6109, 24.8648,  5.7000
 46.7250, 38.4530, 10.0000,2012-08-21T10:24:46.500000Z,  1.8000, -2.1822, 22.5340, 10.0000
 46.7210, 38.4110, 20.0000,2012-08-21T17:43:01.900000Z,  3.2000, -2.5329, 17.8719, 20.0000
 46.6860, 38.4200,  7.7000,2012-08-22T04:24:53.500000Z,  2.3000, -5.5891, 18.8724,  7.7000
 46.6640, 38.4280, 20.0000,2012-08-22T09:50:22.500000Z,  3.4000, -7.5095, 19.7620, 20.0000
 46.8640, 38.4610, 27.6000,2012-08-22T10:08:09.300000Z,  2.0000,  9.9499, 23.4278, 27.6000
 46.6560, 38.4390, 10.3000,2012-08-22T11:33:50.400000Z,  2.8000, -8.2068, 20.9838, 10.3000
 46.6580, 38.4400, 15.0000,2012-08-22T14:45:02.200000Z,  1.8000, -8.0321, 21.0946, 15.0000
 46.8580, 38.4310, 19.3000,2012-08-22T15:37:57.300000Z,  2.5000,  9.4301, 20.0971, 19.3000
 46.7800, 38.4290, 18.3000,2012-08-22T15:55:46.500000Z,  1.4000,  2.6196, 19.8700, 18.3000
 46.8520, 38.4260, 21.9000,2012-08-22T16:29:10.400000Z,  1.7000,  8.9069, 19.5414, 21.9000
 46.6500, 38.4160, 14.4000,2012-08-22T18:32:35.100000Z,  2.1000, -8.7334, 18.4312, 14.4000
 46.7010, 38.4290, 10.0000,2012-08-22T21:40:45.100000Z,  1.6000, -4.2786, 19.8707, 10.0000
 46.7340, 38.4400, 19.5000,2012-08-23T00:10:39.100000Z,  2.4000, -1.3969, 21.0907, 19.5000
 46.7080, 38.4280, 10.0000,2012-08-23T00:16:44.300000Z,  1.5000, -3.6674, 19.7594, 10.0000
 46.7080, 38.4390,  8.9000,2012-08-23T00:56:25.700000Z,  1.8000, -3.6669, 20.9804,  8.9000
 46.6390, 38.4610, 19.8000,2012-08-23T02:37:15.000000Z,  2.2000, -9.6881, 23.4275, 19.8000
 46.6540, 38.4490, 16.9000,2012-08-23T04:06:36.700000Z,  2.2000, -8.3803, 22.0940, 16.9000
 46.6100, 38.4310,  4.2000,2012-08-23T08:23:42.100000Z,  2.8000,-12.2243, 20.1008,  4.2000
 46.6510, 38.4340,  4.1000,2012-08-23T12:14:46.300000Z,  2.7000, -8.6439, 20.4292,  4.1000
 46.7380, 38.4300,  4.1000,2012-08-23T12:31:56.900000Z,  2.0000, -1.0478, 19.9806,  4.1000
 46.6540, 38.4490, 16.9000,2012-08-23T14:52:19.000000Z,  2.1000, -8.3803, 22.0940, 16.9000
 46.7800, 38.4660, 10.0000,2012-08-23T16:37:19.100000Z,  2.8000,  2.6182, 23.9772, 10.0000
 46.6230, 38.4050, 16.1000,2012-08-23T17:18:11.700000Z,  1.9000,-11.0931, 17.2131, 16.1000
 46.7270, 38.4500, 16.1000,2012-08-23T20:31:29.100000Z,  3.0000, -2.0077, 22.2009, 16.1000
 46.6290, 38.4590, 19.5000,2012-08-23T22:56:32.600000Z,  1.7000,-10.5612, 23.2066, 19.5000
 46.6190, 38.4180,  4.8000,2012-08-24T05:14:47.200000Z,  1.8000,-11.4405, 18.6566,  4.8000
 46.9880, 38.5040, 10.9000,2012-08-24T07:38:39.100000Z,  3.2000, 20.7603, 28.2217, 10.9000
 46.8250, 38.4820, 19.5000,2012-08-24T09:49:29.400000Z,  2.3000,  6.5441, 25.7555, 19.5000
 46.8920, 38.4490, 20.4000,2012-08-24T10:44:03.300000Z,  1.5000, 12.3958, 22.0992, 20.4000
 46.7820, 38.3910,  8.6000,2012-08-24T11:11:20.700000Z,  1.6000,  2.7957, 15.6519,  8.6000
 46.6710, 38.4390, 14.3000,2012-08-24T12:02:54.800000Z,  2.0000, -6.8972, 20.9825, 14.3000
 46.7030, 38.4340, 19.6000,2012-08-24T12:14:53.300000Z,  1.5000, -4.1037, 20.4256, 19.6000
 46.6810, 38.4140,  4.6000,2012-08-24T15:50:11.700000Z,  1.5000, -6.0262, 18.2067,  4.6000
 46.7340, 38.4040, 17.9000,2012-08-24T16:08:29.900000Z,  1.2000, -1.3976, 17.0945, 17.9000
 47.0100, 38.5530,  4.1000,2012-08-24T16:37:38.000000Z,  2.1000, 22.6640, 33.6663,  4.1000
 46.6690, 38.4210, 10.8000,2012-08-24T21:42:06.900000Z,  1.7000, -7.0736, 18.9846, 10.8000
 46.7420, 38.4410, 19.9000,2012-08-24T21:44:06.600000Z,  1.7000, -0.6984, 21.2016, 19.9000
 46.7230, 38.4610, 23.9000,2012-08-24T22:43:36.000000Z,  1.1000, -2.3566, 23.4220, 23.9000
 46.8070, 38.5360,  4.1000,2012-08-24T23:20:32.600000Z,  1.1000,  4.9698, 31.7487,  4.1000
 46.6110, 38.4290, 14.8000,2012-08-24T23:57:19.900000Z,  1.1000,-12.1373, 19.8787, 14.8000
 46.6930, 38.4580,  4.1000,2012-08-25T00:09:04.200000Z,  1.6000, -4.9752, 23.0902,  4.1000
 46.7720, 38.4230, 15.5000,2012-08-25T00:58:55.000000Z,  1.2000,  1.9212, 19.2037, 15.5000
 46.6280, 38.4550, 20.0000,2012-08-25T02:55:50.000000Z,  2.0000,-10.6490, 22.7627, 20.0000
 46.6820, 38.4190, 19.2000,2012-08-25T06:09:45.800000Z,  3.0000, -5.9385, 18.7617, 19.2000
 46.5590, 38.4450,  3.6000,2012-08-25T07:33:34.200000Z,  2.1000,-16.6742, 21.6629,  3.6000
 46.8780, 38.4300, 14.8000,2012-08-25T07:46:20.700000Z,  3.3000, 11.1766, 19.9883, 14.8000
 46.9380, 38.4000,  9.1000,2012-08-25T14:59:32.100000Z,  2.3000, 16.4224, 16.6671,  9.1000
 46.6330, 38.4350,  4.1000,2012-08-25T17:14:24.400000Z,  1.6000,-10.2154, 20.5420,  4.1000
 46.9100, 38.4500, 12.3000,2012-08-25T19:59:27.900000Z,  1.8000, 13.9669, 22.2127, 12.3000
 46.6530, 38.4140, 20.0000,2012-08-25T20:03:41.400000Z,  2.6000, -8.4716, 18.2089, 20.0000
 46.6400, 38.4320, 19.9000,2012-08-26T01:28:37.000000Z,  2.6000, -9.6046, 20.2083, 19.9000
 46.6580, 38.4070, 19.9000,2012-08-26T04:01:33.300000Z,  2.3000, -8.0357, 17.4314, 19.9000
 46.6980, 38.4320, 18.9000,2012-08-26T05:22:11.600000Z,  2.8000, -4.5404, 20.2038, 18.9000
 46.6590, 38.4320, 15.3000,2012-08-26T09:36:52.900000Z,  3.9000, -7.9457, 20.2065, 15.3000
 46.6600, 38.4390, 16.6000,2012-08-26T09:43:21.900000Z,  3.9000, -7.8576, 20.9834, 16.6000
 46.6780, 38.4430, 19.1000,2012-08-26T11:15:27.900000Z,  2.3000, -6.2857, 21.4261, 19.1000
 46.6930, 38.3980, 13.0000,2012-08-26T12:50:54.900000Z,  1.9000, -4.9793, 16.4299, 13.0000
 46.6490, 38.4260,  6.7000,2012-08-26T12:52:35.100000Z,  1.8000, -8.8195, 19.5413,  6.7000
 46.6490, 38.4470, 12.2000,2012-08-26T13:05:19.400000Z,  2.1000, -8.8170, 21.8725, 12.2000
 46.6660, 38.4280, 15.2000,2012-08-26T13:08:35.600000Z,  3.8000, -7.3349, 19.7619, 15.2000
 46.7450, 38.3760, 10.0000,2012-08-26T13:44:30.800000Z,  1.5000, -0.4369, 13.9863, 10.0000
 46.6940, 38.3510, 12.6000,2012-08-26T14:26:49.700000Z,  1.8000, -4.8951, 11.2127, 12.6000
 46.8550, 38.4540, 17.7000,2012-08-26T14:51:02.700000Z,  1.7000,  9.1653, 22.6499, 17.7000
 46.8760, 38.4210, 13.1000,2012-08-26T18:15:31.800000Z,  3.4000, 11.0033, 18.9890, 13.1000
 46.6510, 38.4460,  4.6000,2012-08-26T19:22:09.400000Z,  1.3000, -8.6425, 21.7613,  4.6000
 46.6700, 38.4210, 15.4000,2012-08-26T20:12:37.300000Z,  1.3000, -6.9863, 18.9845, 15.4000
 46.6950, 38.4650,  4.9000,2012-08-26T20:57:08.300000Z,  1.7000, -4.8001, 23.8672,  4.9000
 46.6720, 38.4730, 14.1000,2012-08-26T22:48:14.000000Z,  2.8000, -6.8067, 24.7566, 14.1000
 46.6320, 38.4170, 19.9000,2012-08-27T02:46:27.600000Z,  1.7000,-10.3053, 18.5441, 19.9000
 46.5680, 38.4540,  4.2000,2012-08-27T05:08:06.900000Z,  1.9000,-15.8865, 22.6603,  4.2000
 46.6900, 38.4110,  4.8000,2012-08-27T06:30:55.900000Z,  2.1000, -5.2404, 17.8732,  4.8000
 46.6860, 38.4040, 20.0000,2012-08-27T11:01:13.000000Z,  2.5000, -5.5903, 17.0964, 20.0000
 46.6910, 38.3620, 20.0000,2012-08-27T13:46:34.300000Z,  1.7000, -5.1565, 12.4339, 20.0000
 46.8320, 38.4050, 16.3000,2012-08-27T15:10:34.500000Z,  1.6000,  7.1625, 17.2086, 16.3000
 46.8500, 38.4240, 19.7000,2012-08-27T16:52:13.700000Z,  2.2000,  8.7325, 19.3192, 19.7000
 46.8120, 38.3770, 17.7000,2012-08-27T17:55:08.700000Z,  2.0000,  5.4176, 14.0991, 17.7000
 46.6760, 38.3830, 13.6000,2012-08-27T21:03:26.800000Z,  1.9000, -6.4657, 14.7659, 13.6000
 46.7430, 38.3490, 10.0000,2012-08-27T22:48:15.500000Z,  1.3000, -0.6119, 10.9892, 10.0000
 46.8870, 38.4250, 10.4000,2012-08-27T23:56:30.700000Z,  3.4000, 11.9633, 19.4344, 10.4000
 46.6910, 38.3760,  3.3000,2012-08-28T00:28:01.200000Z,  1.5000, -5.1556, 13.9880,  3.3000
 46.7190, 38.4100, 12.1000,2012-08-28T01:55:35.700000Z,  2.0000, -2.7076, 17.7609, 12.1000
 46.5970, 38.4230, 20.5000,2012-08-28T02:21:14.200000Z,  2.5000,-13.3608, 19.2146, 20.5000
 46.6710, 38.3980, 14.7000,2012-08-28T03:33:22.600000Z,  1.8000, -6.9011, 16.4313, 14.7000
 46.7940, 38.4090, 22.5000,2012-08-28T03:41:07.600000Z,  2.1000,  3.8431, 17.6504, 22.5000
 46.6240, 38.4400, 19.9000,2012-08-28T03:54:51.000000Z,  1.4000,-11.0005, 21.0981, 19.9000
 46.7730, 38.3710, 13.7000,2012-08-28T04:13:21.500000Z,  1.4000,  2.0099, 13.4315, 13.7000
 46.7690, 38.4040, 20.0000,2012-08-28T04:38:46.400000Z,  2.4000,  1.6596, 17.0946, 20.0000
 46.7440, 38.4310, 24.0000,2012-08-28T05:11:25.200000Z,  1.7000, -0.5239, 20.0916, 24.0000
 46.6660, 38.3950, 20.0000,2012-08-28T05:35:42.600000Z,  1.3000, -7.3382, 16.0987, 20.0000
 46.5990, 38.4420,  4.1000,2012-08-28T12:25:58.500000Z,  1.9000,-13.1827, 21.3234,  4.1000
 46.7060, 38.3840, 12.5000,2012-08-28T14:34:06.400000Z,  1.7000, -3.8444, 14.8753, 12.5000
 46.7440, 38.4260, 19.9000,2012-08-28T17:46:31.100000Z,  3.3000, -0.5239, 19.5365, 19.9000
 46.6540, 38.4130, 19.9000,2012-08-28T17:58:51.700000Z,  3.6000, -8.3844, 18.0978, 19.9000
 46.6430, 38.3850, 16.5000,2012-08-28T18:21:13.600000Z,  1.9000, -9.3487, 14.9908, 16.5000
 46.6460, 38.4230, 14.0000,2012-08-28T19:01:46.200000Z,  1.2000, -9.0819, 19.2086, 14.0000
 46.6670, 38.4140,  5.8000,2012-08-28T20:32:12.100000Z,  1.9000, -7.2489, 18.2077,  5.8000
 46.6050, 38.4160, 20.0000,2012-08-29T00:27:04.800000Z,  2.4000,-12.6635, 18.4364, 20.0000
 46.8660, 38.4350, 31.1000,2012-08-29T01:01:26.100000Z,  1.6000, 10.1281, 20.5419, 31.1000
 46.6840, 38.4920,  4.3000,2012-08-29T08:56:38.600000Z,  2.6000, -5.7580, 26.8649,  4.3000
 46.6690, 38.4090, 17.4000,2012-08-29T10:43:12.700000Z,  2.2000, -7.0747, 17.6525, 17.4000
 46.6520, 38.4190, 19.1000,2012-08-29T11:46:27.300000Z,  3.9000, -8.5584, 18.7640, 19.1000
 46.6920, 38.4200, 21.5000,2012-08-29T12:10:30.700000Z,  2.4000, -5.0651, 18.8721, 21.5000
 46.8350, 38.4120, 22.6000,2012-08-29T13:32:44.100000Z,  1.8000,  7.4238, 17.9859, 22.6000
 46.7970, 38.3650, 14.7000,2012-08-29T13:46:42.100000Z,  2.1000,  4.1076, 12.7663, 14.7000
 46.6350, 38.4010, 19.4000,2012-08-29T18:30:50.000000Z,  1.8000,-10.0455, 16.7677, 19.4000
 46.6530, 38.4390, 17.8000,2012-08-30T03:42:46.200000Z,  2.4000, -8.4687, 20.9840, 17.8000
 46.6960, 38.4320, 11.4000,2012-08-30T06:25:50.200000Z,  2.7000, -4.7150, 20.2039, 11.4000
 46.8740, 38.4380, 13.9000,2012-08-30T06:30:42.600000Z,  2.6000, 10.8262, 20.8758, 13.9000
 46.6890, 38.4420,  8.7000,2012-08-30T06:45:56.300000Z,  1.9000, -5.3255, 21.3144,  8.7000
 46.8870, 38.4520, 13.6000,2012-08-30T10:16:09.800000Z,  2.8000, 11.9589, 22.4315, 13.6000
 46.6750, 38.4340, 19.3000,2012-08-30T11:33:16.600000Z,  2.3000, -6.5484, 20.4272, 19.3000
 46.5840, 38.4880,  9.3000,2012-08-30T21:03:18.200000Z,  2.7000,-14.4831, 26.4319,  9.3000
 46.5820, 38.4460, 18.2000,2012-08-30T21:43:49.000000Z,  1.8000,-14.6661, 21.7700, 18.2000
 46.9430, 38.4860, 11.7000,2012-08-31T02:58:32.900000Z,  2.1000, 16.8393, 26.2145, 11.7000
 46.6100, 38.4320, 20.0000,2012-08-31T04:00:59.000000Z,  2.5000,-12.2241, 20.2118, 20.0000
 46.7240, 38.5140, 16.5000,2012-08-31T09:08:19.300000Z,  2.2000, -2.2676, 29.3054, 16.5000
 46.7350, 38.3750, 10.1000,2012-08-31T11:14:26.100000Z,  2.1000, -1.3108, 13.8754, 10.1000
 46.6720, 38.3730, 12.5000,2012-08-31T11:31:18.300000Z,  2.1000, -6.8161, 13.6562, 12.5000
 46.7570, 38.3710,  4.2000,2012-08-31T20:16:00.400000Z,  1.9000,  0.6117, 13.4313,  4.2000
 46.6370, 38.4460, 10.0000,2012-08-31T21:14:55.200000Z,  1.4000, -9.8647, 21.7627, 10.0000
 46.7160, 38.4010, 26.2000,2012-08-31T22:41:14.200000Z,  1.4000, -2.9700, 16.7620, 26.2000
 46.7340, 38.3980, 24.0000,2012-08-31T22:52:20.700000Z,  2.4000, -1.3977, 16.4285, 24.0000
 46.7970, 38.3620,  7.1000,2012-09-01T00:58:21.500000Z,  1.4000,  4.1078, 12.4333,  7.1000
 46.6370, 38.3800,  4.3000,2012-09-01T01:44:29.000000Z,  1.5000, -9.8736, 14.4364,  4.3000
 46.6790, 38.3590, 10.9000,2012-09-01T02:01:47.100000Z,  1.4000, -6.2056, 12.1016, 10.9000
 46.7920, 38.3840, 18.9000,2012-09-01T05:04:03.700000Z,  3.5000,  3.6696, 14.8752, 18.9000
 46.7540, 38.4310, 18.1000,2012-09-01T06:20:20.600000Z,  3.0000,  0.3493, 20.0916, 18.1000
 46.6250, 38.4480, 12.3000,2012-09-01T06:22:17.200000Z,  2.4000,-10.9120, 21.9860, 12.3000
 46.6110, 38.4380, 15.2000,2012-09-01T06:36:36.500000Z,  2.6000,-12.1358, 20.8777, 15.2000
 46.6990, 38.3630, 14.2000,2012-09-01T07:12:11.700000Z,  2.2000, -4.4573, 12.5445, 14.2000
 46.6970, 38.4010, 19.2000,2012-09-01T13:21:57.400000Z,  2.3000, -4.6297, 16.7627, 19.2000
 46.9160, 38.4750, 20.0000,2012-09-01T14:26:05.100000Z,  1.9000, 14.4857, 24.9888, 20.0000
 46.9440, 38.3350, 10.2000,2012-09-01T16:38:47.000000Z,  1.6000, 16.9617,  9.4530, 10.2000
 46.8460, 38.3940, 13.7000,2012-09-01T17:48:09.800000Z,  1.7000,  8.3866, 15.9887, 13.7000
 46.7310, 38.3890, 16.3000,2012-09-01T17:51:48.000000Z,  1.7000, -1.6600, 15.4295, 16.3000
 46.6540, 38.3640,  4.1000,2012-09-01T19:26:16.600000Z,  1.6000, -8.3901, 12.6586,  4.1000
 46.7660, 38.3720, 18.6000,2012-09-01T19:37:58.200000Z,  1.7000,  1.3982, 13.5424, 18.6000
 46.7700, 38.3860, 18.5000,2012-09-01T19:51:35.200000Z,  2.0000,  1.7474, 15.0965, 18.5000
 46.7780, 38.3720, 17.2000,2012-09-01T20:59:34.000000Z,  2.8000,  2.4468, 13.5427, 17.2000
 46.8150, 38.3770, 19.3000,2012-09-01T21:16:10.900000Z,  1.1000,  5.6798, 14.0993, 19.3000
 46.7120, 38.4150, 17.4000,2012-09-01T22:17:44.500000Z,  2.3000, -3.3187, 18.3162, 17.4000
 46.9150, 38.3110, 10.9000,2012-09-02T01:33:44.700000Z,  1.6000, 14.4309,  6.7840, 10.9000
 46.8640, 38.4030, 17.5000,2012-09-02T02:53:47.300000Z,  3.4000,  9.9579, 16.9896, 17.5000
 46.7670, 38.4190, 19.7000,2012-09-02T04:11:25.900000Z,  2.9000,  1.4846, 18.7596, 19.7000
 46.7730, 38.4220, 16.3000,2012-09-02T08:50:11.300000Z,  4.2000,  2.0085, 19.0928, 16.3000
 46.7720, 38.4070, 17.0000,2012-09-02T09:03:16.600000Z,  3.4000,  1.9216, 17.4277, 17.0000
 46.7020, 38.4350, 29.3000,2012-09-02T09:24:34.700000Z,  2.7000, -4.1909, 20.5367, 29.3000
 46.6580, 38.3930, 20.0000,2012-09-02T11:11:50.700000Z,  3.1000, -8.0373, 15.8774, 20.0000
 46.6860, 38.3970, 17.8000,2012-09-02T13:44:03.500000Z,  3.0000, -5.5908, 16.3193, 17.8000
 46.7540, 38.4030, 20.0000,2012-09-02T14:22:20.600000Z,  2.0000,  0.3494, 16.9834, 20.0000
 46.7890, 38.3650, 10.4000,2012-09-02T15:36:24.300000Z,  1.9000,  3.4084, 12.7660, 10.4000
