eid,code,phase,noise,wet
492,HRS,S,0.000,0.000
492,BST,P,0.000,0.000
492,SRB,P,0.000,0.000
492,MRD,P,0.000,0.000
492,SHB,P,0.000,0.000
493,HRS,P,0.000,0.000
493,BST,P,0.000,0.000
493,SRB,P,0.000,0.000
493,SHB,P,0.000,0.000
493,MRD,P,0.000,0.000
494,TBZ,P,0.000,0.000
494,BST,P,0.000,0.000
494,MRD,P,0.000,0.000
494,SRB,P,0.000,0.000
494,SHB,P,0.000,0.000
494,AZR,S,0.000,0.000
495,TBZ,P,0.000,0.000
495,MRD,P,0.000,0.000
495,SHB,P,0.000,0.000
495,AZR,P,0.000,0.000
495,SRB,P,0.000,0.000
495,SRB,S,0.000,0.000
496,HRS,P,0.000,0.000
496,HRS,S,0.000,0.000
496,TBZ,P,0.000,0.000
496,MRD,P,0.000,0.000
496,SHB,P,0.000,0.000
496,AZR,P,0.000,0.000
496,SRB,P,0.000,0.000
496,GRMI,P,0.000,0.000
496,LRK,P,0.000,0.000
496,GLBA,P,0.000,0.000
496,ASTR,P,0.000,0.000
496,LKRN,P,0.000,0.000
496,MAKU,P,0.000,0.000
496,BRDA,P,0.000,0.000
496,SAAT,P,0.000,0.000
496,ZRD,P,0.000,0.000
496,GANJ,P,0.000,0.000
496,ZNJK,P,0.000,0.000
497,HRS,P,0.000,0.000
497,TBZ,P,0.000,0.000
497,MRD,P,0.000,0.000
497,SHB,P,0.000,0.000
497,AZR,P,0.000,0.000
497,SRB,P,0.000,0.000
498,HRS,P,0.000,0.000
498,HRS,S,0.000,0.000
498,TBZ,P,0.000,0.000
498,TBZ,S,0.000,0.000
498,BST,P,0.000,0.000
498,SRB,P,0.000,0.000
498,MRD,P,0.000,0.000
498,SHB,P,0.000,0.000
498,AZR,P,0.000,0.000
499,HRS,P,0.000,0.000
499,HRS,S,0.000,0.000
499,TBZ,P,0.000,0.000
499,BST,P,0.000,0.000
499,MRD,P,0.000,0.000
499,SHB,P,0.000,0.000
499,AZR,P,0.000,0.000
499,SRB,P,0.000,0.000
500,HRS,P,0.000,0.000
500,BST,P,0.000,0.000
500,SRB,P,0.000,0.000
500,MRD,P,0.000,0.000
500,SHB,P,0.000,0.000
501,HRS,P,0.000,0.000
501,HRS,S,0.000,0.000
501,TBZ,P,0.000,0.000
501,BST,P,0.000,0.000
501,MRD,P,0.000,0.000
501,SHB,P,0.000,0.000
501,SRB,P,0.000,0.000
502,HRS,P,0.000,0.000
502,TBZ,P,0.000,0.000
502,BST,P,0.000,0.000
502,SRB,P,0.000,0.000
502,MRD,P,0.000,0.000
502,SHB,P,0.000,0.000
502,SHB,S,0.000,0.000
503,HRS,P,0.000,0.000
503,HRS,S,0.000,0.000
503,TBZ,P,0.000,0.000
503,BST,P,0.000,0.000
503,SRB,P,0.000,0.000
503,MRD,P,0.000,0.000
503,SHB,P,0.000,0.000
504,TBZ,P,0.000,0.000
504,TBZ,S,0.000,0.000
504,BST,P,0.000,0.000
504,SRB,P,0.000,0.000
504,MRD,P,0.000,0.000
504,SHB,P,0.000,0.000
504,AZR,P,0.000,0.000
505,HRS,P,0.000,0.000
505,HRS,S,0.000,0.000
505,TBZ,P,0.000,0.000
505,BST,P,0.000,0.000
505,MRD,P,0.000,0.000
505,SRB,P,0.000,0.000
505,SHB,P,0.000,0.000
505,AZR,P,0.000,0.000
506,HRS,P,0.000,0.000
506,HRS,S,0.000,0.000
506,TBZ,P,0.000,0.000
506,BST,P,0.000,0.000
506,SRB,P,0.000,0.000
506,MRD,P,0.000,0.000
506,SHB,P,0.000,0.000
506,AZR,P,0.000,0.000
507,HRS,P,0.000,0.000
507,HRS,S,0.000,0.000
507,TBZ,P,0.000,0.000
507,MRD,P,0.000,0.000
507,SHB,P,0.000,0.000
507,AZR,P,0.000,0.000
508,HRS,P,0.000,0.000
508,HRS,S,0.000,0.000
508,TBZ,P,0.000,0.000
508,BST,P,0.000,0.000
508,BST,S,0.000,0.000
508,SRB,P,0.000,0.000
508,MRD,P,0.000,0.000
508,SHB,P,0.000,0.000
508,AZR,P,0.000,0.000
509,HRS,P,0.000,0.000
509,HRS,S,0.000,0.000
509,TBZ,P,0.000,0.000
509,BST,P,0.000,0.000
509,MRD,P,0.000,0.000
509,SHB,P,0.000,0.000
509,AZR,P,0.000,0.000
509,SRB,P,0.000,0.000
510,HRS,P,0.000,0.000
510,HRS,S,0.000,0.000
510,TBZ,P,0.000,0.000
510,BST,P,0.000,0.000
510,SRB,P,0.000,0.000
510,MRD,P,0.000,0.000
510,SHB,P,0.000,0.000
511,HRS,P,0.000,0.000
511,HRS,S,0.000,0.000
511,TBZ,P,0.000,0.000
511,BST,P,0.000,0.000
511,BST,S,0.000,0.000
511,SRB,P,0.000,0.000
511,MRD,P,0.000,0.000
511,SHB,P,0.000,0.000
512,HRS,P,0.000,0.000
512,HRS,S,0.000,0.000
512,BST,P,0.000,0.000
512,BST,S,0.000,0.000
512,MRD,P,0.000,0.000
512,SHB,P,0.000,0.000
512,SRB,P,0.000,0.000
513,HRS,P,0.000,0.000
513,HRS,S,0.000,0.000
513,BST,P,0.000,0.000
513,BST,S,0.000,0.000
513,MRD,P,0.000,0.000
513,SHB,P,0.000,0.000
513,SRB,P,0.000,0.000
514,HRS,P,0.000,0.000
514,HRS,S,0.000,0.000
514,BST,P,0.000,0.000
514,SRB,P,0.000,0.000
514,MRD,P,0.000,0.000
514,SHB,P,0.000,0.000
515,HRS,P,0.000,0.000
515,SRB,P,0.000,0.000
515,MRD,P,0.000,0.000
515,MRD,S,0.000,0.000
515,SHB,P,0.000,0.000
515,SHB,S,0.000,0.000
516,HRS,P,0.000,0.000
516,HRS,S,0.000,0.000
516,MRD,P,0.000,0.000
516,SHB,P,0.000,0.000
516,SHB,S,0.000,0.000
516,SRB,P,0.000,0.000
516,HSH,P,0.000,0.000
517,HRS,P,0.000,0.000
517,TBZ,P,0.000,0.000
517,TBZ,S,0.000,0.000
517,BST,P,0.000,0.000
517,BST,S,0.000,0.000
517,MRD,P,0.000,0.000
517,SHB,P,0.000,0.000
517,AZR,P,0.000,0.000
517,SRB,P,0.000,0.000
517,GRMI,P,0.000,0.000
517,MAKU,P,0.000,0.000
517,ZNJK,P,0.000,0.000
518,HRS,P,0.000,0.000
518,TBZ,P,0.000,0.000
518,BST,P,0.000,0.000
518,SRB,P,0.000,0.000
518,SRB,S,0.000,0.000
518,MRD,P,0.000,0.000
518,SHB,P,0.000,0.000
518,AZR,P,0.000,0.000
519,HRS,P,0.000,0.000
519,TBZ,P,0.000,0.000
519,TBZ,S,0.000,0.000
519,BST,P,0.000,0.000
519,MRD,P,0.000,0.000
519,SHB,P,0.000,0.000
519,SRB,P,0.000,0.000
520,HRS,P,0.000,0.000
520,TBZ,P,0.000,0.000
520,TBZ,S,0.000,0.000
520,BST,P,0.000,0.000
520,SRB,P,0.000,0.000
520,MRD,P,0.000,0.000
520,SHB,P,0.000,0.000
520,AZR,P,0.000,0.000
521,HRS,P,0.000,0.000
521,BST,P,0.000,0.000
521,TBZ,S,0.000,0.000
521,SRB,P,0.000,0.000
521,SHB,P,0.000,0.000
521,MRD,P,0.000,0.000
522,HRS,P,0.000,0.000
522,TBZ,P,0.000,0.000
522,BST,P,0.000,0.000
522,MRD,P,0.000,0.000
522,SHB,P,0.000,0.000
522,SRB,P,0.000,0.000
523,HRS,P,0.000,0.000
523,TBZ,P,0.000,0.000
523,BST,P,0.000,0.000
523,MRD,P,0.000,0.000
523,SHB,P,0.000,0.000
523,SRB,P,0.000,0.000
523,AZR,P,0.000,0.000
524,HRS,P,0.000,0.000
524,TBZ,P,0.000,0.000
524,BST,P,0.000,0.000
524,MRD,P,0.000,0.000
524,SHB,P,0.000,0.000
524,AZR,P,0.000,0.000
524,SRB,P,0.000,0.000
525,HRS,P,0.000,0.000
525,TBZ,P,0.000,0.000
525,BST,P,0.000,0.000
525,SRB,P,0.000,0.000
525,SHB,P,0.000,0.000
525,MRD,P,0.000,0.000
526,HRS,P,0.000,0.000
526,TBZ,P,0.000,0.000
526,BST,P,0.000,0.000
526,SRB,P,0.000,0.000
526,MRD,P,0.000,0.000
526,SHB,P,0.000,0.000
527,HRS,P,0.000,0.000
527,TBZ,P,0.000,0.000
527,BST,P,0.000,0.000
527,SRB,P,0.000,0.000
527,MRD,P,0.000,0.000
527,SHB,P,0.000,0.000
528,HRS,P,0.000,0.000
528,TBZ,P,0.000,0.000
528,BST,P,0.000,0.000
528,SHB,P,0.000,0.000
528,MRD,P,0.000,0.000
528,SRB,P,0.000,0.000
529,HRS,P,0.000,0.000
529,TBZ,P,0.000,0.000
529,BST,P,0.000,0.000
529,SRB,P,0.000,0.000
529,MRD,P,0.000,0.000
529,SHB,P,0.000,0.000
529,AZR,P,0.000,0.000
530,HRS,P,0.000,0.000
530,TBZ,P,0.000,0.000
530,BST,P,0.000,0.000
530,SRB,P,0.000,0.000
530,SRB,S,0.000,0.000
530,MRD,P,0.000,0.000
530,SHB,P,0.000,0.000
531,HRS,P,0.000,0.000
531,HRS,S,0.000,0.000
531,TBZ,P,0.000,0.000
531,BST,P,0.000,0.000
531,MRD,P,0.000,0.000
531,MRD,S,0.000,0.000
531,SHB,P,0.000,0.000
531,SRB,P,0.000,0.000
531,AZR,P,0.000,0.000
532,HRS,P,0.000,0.000
532,HRS,S,0.000,0.000
532,TBZ,P,0.000,0.000
532,BST,P,0.000,0.000
532,MRD,P,0.000,0.000
532,SRB,P,0.000,0.000
532,SHB,P,0.000,0.000
533,HRS,P,0.000,0.000
533,BST,P,0.000,0.000
533,SRB,P,0.000,0.000
533,SRB,S,0.000,0.000
533,MRD,P,0.000,0.000
533,SHB,P,0.000,0.000
534,HRS,P,0.000,0.000
534,HRS,S,0.000,0.000
534,TBZ,P,0.000,0.000
534,BST,P,0.000,0.000
534,MRD,P,0.000,0.000
534,SHB,P,0.000,0.000
534,SRB,P,0.000,0.000
535,HRS,P,0.000,0.000
535,HRS,S,0.000,0.000
535,TBZ,P,0.000,0.000
535,BST,P,0.000,0.000
535,SHB,P,0.000,0.000
535,MRD,P,0.000,0.000
536,HRS,P,0.000,0.000
536,TBZ,P,0.000,0.000
536,BST,P,0.000,0.000
536,MRD,P,0.000,0.000
536,SHB,P,0.000,0.000
536,AZR,P,0.000,0.000
536,SRB,P,0.000,0.000
536,GRMI,P,0.000,0.000
536,MAKU,P,0.000,0.000
536,ZNJK,P,0.000,0.000
537,HRS,P,0.000,0.000
537,HRS,S,0.000,0.000
537,TBZ,P,0.000,0.000
537,BST,P,0.000,0.000
537,MRD,P,0.000,0.000
537,SHB,P,0.000,0.000
537,SRB,P,0.000,0.000
537,AZR,P,0.000,0.000
538,HRS,P,0.000,0.000
538,HRS,S,0.000,0.000
538,TBZ,P,0.000,0.000
538,BST,P,0.000,0.000
538,SRB,P,0.000,0.000
538,SHB,P,0.000,0.000
538,MRD,P,0.000,0.000
539,HRS,P,0.000,0.000
539,TBZ,P,0.000,0.000
539,BST,P,0.000,0.000
539,MRD,P,0.000,0.000
539,SHB,P,0.000,0.000
539,SRB,P,0.000,0.000
540,HRS,P,0.000,0.000
540,TBZ,P,0.000,0.000
540,BST,P,0.000,0.000
540,SRB,P,0.000,0.000
540,GRMI,P,0.000,0.000
540,MRD,P,0.000,0.000
540,SHB,P,0.000,0.000
540,AZR,P,0.000,0.000
540,LRK,P,0.000,0.000
540,GLBA,P,0.000,0.000
540,ASTR,P,0.000,0.000
540,LKRN,P,0.000,0.000
540,BRDA,P,0.000,0.000
540,MAKU,P,0.000,0.000
540,ZRD,P,0.000,0.000
540,ZNJK,P,0.000,0.000
540,GANJ,P,0.000,0.000
541,HRS,P,0.000,0.000
541,TBZ,P,0.000,0.000
541,TBZ,S,0.000,0.000
541,SRB,P,0.000,0.000
541,MRD,P,0.000,0.000
541,SHB,P,0.000,0.000
542,HRS,P,0.000,0.000
542,TBZ,P,0.000,0.000
542,MRD,P,0.000,0.000
542,SHB,P,0.000,0.000
542,SHB,S,0.000,0.000
542,SRB,P,0.000,0.000
543,HRS,P,0.000,0.000
543,BST,P,0.000,0.000
543,MRD,P,0.000,0.000
543,SHB,P,0.000,0.000
543,SRB,P,0.000,0.000
544,HRS,P,0.000,0.000
544,HRS,S,0.000,0.000
544,TBZ,P,0.000,0.000
544,BST,P,0.000,0.000
544,SRB,P,0.000,0.000
544,GRMI,P,0.000,0.000
544,MRD,P,0.000,0.000
544,SHB,P,0.000,0.000
544,AZR,P,0.000,0.000
544,MAKU,P,0.000,0.000
544,ZNJK,P,0.000,0.000
545,HRS,P,0.000,0.000
545,TBZ,P,0.000,0.000
545,BST,P,0.000,0.000
545,SHB,P,0.000,0.000
545,SHB,S,0.000,0.000
545,MRD,P,0.000,0.000
545,AZR,P,0.000,0.000
545,SRB,P,0.000,0.000
546,HRS,P,0.000,0.000
546,BST,P,0.000,0.000
546,MRD,P,0.000,0.000
546,SHB,P,0.000,0.000
546,SRB,P,0.000,0.000
547,HRS,P,0.000,0.000
547,HRS,S,0.000,0.000
547,TBZ,P,0.000,0.000
547,BST,P,0.000,0.000
547,MRD,P,0.000,0.000
547,SHB,P,0.000,0.000
547,AZR,P,0.000,0.000
547,SRB,P,0.000,0.000
548,HRS,P,0.000,0.000
548,HRS,S,0.000,0.000
548,TBZ,P,0.000,0.000
548,BST,P,0.000,0.000
548,MRD,P,0.000,0.000
548,SHB,P,0.000,0.000
548,AZR,P,0.000,0.000
548,SRB,P,0.000,0.000
549,HRS,P,0.000,0.000
549,HRS,S,0.000,0.000
549,TBZ,P,0.000,0.000
549,BST,P,0.000,0.000
549,MRD,P,0.000,0.000
549,SHB,P,0.000,0.000
549,SRB,P,0.000,0.000
550,HRS,P,0.000,0.000
550,HRS,S,0.000,0.000
550,TBZ,P,0.000,0.000
550,BST,P,0.000,0.000
550,SRB,P,0.000,0.000
550,MRD,P,0.000,0.000
550,SHB,P,0.000,0.000
551,HRS,P,0.000,0.000
551,TBZ,P,0.000,0.000
551,BST,P,0.000,0.000
551,MRD,P,0.000,0.000
551,SHB,P,0.000,0.000
551,SRB,P,0.000,0.000
551,AZR,P,0.000,0.000
552,HRS,P,0.000,0.000
552,TBZ,P,0.000,0.000
552,BST,P,0.000,0.000
552,SRB,P,0.000,0.000
552,MRD,P,0.000,0.000
552,SHB,P,0.000,0.000
552,AZR,P,0.000,0.000
553,HRS,P,0.000,0.000
553,HRS,S,0.000,0.000
553,TBZ,P,0.000,0.000
553,TBZ,S,0.000,0.000
553,BST,P,0.000,0.000
553,MRD,P,0.000,0.000
553,SHB,P,0.000,0.000
553,AZR,P,0.000,0.000
553,SRB,P,0.000,0.000
553,GRMI,P,0.000,0.000
553,MAKU,P,0.000,0.000
553,ZNJK,P,0.000,0.000
554,HRS,P,0.000,0.000
554,HRS,S,0.000,0.000
554,TBZ,P,0.000,0.000
554,BST,P,0.000,0.000
554,SRB,P,0.000,0.000
554,MRD,P,0.000,0.000
555,HRS,P,0.000,0.000
555,TBZ,P,0.000,0.000
555,BST,P,0.000,0.000
555,MRD,P,0.000,0.000
555,SHB,P,0.000,0.000
555,SRB,P,0.000,0.000
556,HRS,P,0.000,0.000
556,TBZ,P,0.000,0.000
556,MRD,P,0.000,0.000
556,SHB,P,0.000,0.000
556,SRB,P,0.000,0.000
556,AZR,P,0.000,0.000
557,TBZ,P,0.000,0.000
557,HRS,P,0.000,0.000
557,HRS,S,0.000,0.000
557,MRD,P,0.000,0.000
557,SHB,P,0.000,0.000
557,BST,P,0.000,0.000
558,HRS,P,0.000,0.000
558,HRS,S,0.000,0.000
558,TBZ,P,0.000,0.000
558,BST,P,0.000,0.000
558,SRB,P,0.000,0.000
558,MRD,P,0.000,0.000
558,SHB,P,0.000,0.000
559,HRS,P,0.000,0.000
559,HRS,S,0.000,0.000
559,TBZ,P,0.000,0.000
559,BST,P,0.000,0.000
559,MRD,P,0.000,0.000
559,SHB,P,0.000,0.000
559,SRB,P,0.000,0.000
560,HRS,P,0.000,0.000
560,HRS,S,0.000,0.000
560,TBZ,P,0.000,0.000
560,BST,P,0.000,0.000
560,MRD,P,0.000,0.000
560,MRD,S,0.000,0.000
560,SHB,P,0.000,0.000
560,SHB,S,0.000,0.000
560,AZR,P,0.000,0.000
560,SRB,P,0.000,0.000
560,GRMI,P,0.000,0.000
560,MAKU,P,0.000,0.000
560,ZNJK,P,0.000,0.000
561,HRS,P,0.000,0.000
561,BST,P,0.000,0.000
561,SRB,P,0.000,0.000
561,SHB,P,0.000,0.000
561,MRD,P,0.000,0.000
561,MRD,S,0.000,0.000
562,HRS,P,0.000,0.000
562,BST,P,0.000,0.000
562,SRB,P,0.000,0.000
562,SRB,S,0.000,0.000
562,MRD,P,0.000,0.000
563,HRS,P,0.000,0.000
563,BST,P,0.000,0.000
563,SRB,P,0.000,0.000
563,MRD,P,0.000,0.000
563,SHB,P,0.000,0.000
563,SHB,S,0.000,0.000
564,HRS,P,0.000,0.000
564,HRS,S,0.000,0.000
564,TBZ,P,0.000,0.000
564,BST,P,0.000,0.000
564,BST,S,0.000,0.000
564,MRD,P,0.000,0.000
564,SHB,P,0.000,0.000
565,HRS,P,0.000,0.000
565,TBZ,P,0.000,0.000
565,BST,P,0.000,0.000
565,SHB,P,0.000,0.000
565,MRD,P,0.000,0.000
565,MRD,S,0.000,0.000
566,HRS,P,0.000,0.000
566,TBZ,P,0.000,0.000
566,BST,P,0.000,0.000
566,MRD,P,0.000,0.000
566,SHB,P,0.000,0.000
566,AZR,P,0.000,0.000
566,SRB,P,0.000,0.000
567,HRS,P,0.000,0.000
567,TBZ,P,0.000,0.000
567,BST,P,0.000,0.000
567,MRD,P,0.000,0.000
567,SHB,P,0.000,0.000
568,HRS,P,0.000,0.000
568,TBZ,P,0.000,0.000
568,BST,P,0.000,0.000
568,MRD,P,0.000,0.000
568,SHB,P,0.000,0.000
568,AZR,P,0.000,0.000
568,SRB,P,0.000,0.000
569,HRS,P,0.000,0.000
569,TBZ,P,0.000,0.000
569,BST,P,0.000,0.000
569,MRD,P,0.000,0.000
569,SHB,P,0.000,0.000
570,TBZ,P,0.000,0.000
570,HRS,P,0.000,0.000
570,MRD,P,0.000,0.000
570,SHB,P,0.000,0.000
570,BST,P,0.000,0.000
570,BST,S,0.000,0.000
571,HRS,P,0.000,0.000
571,TBZ,P,0.000,0.000
571,BST,P,0.000,0.000
571,MRD,P,0.000,0.000
571,SHB,P,0.000,0.000
571,SRB,P,0.000,0.000
572,HRS,P,0.000,0.000
572,TBZ,P,0.000,0.000
572,BST,P,0.000,0.000
572,MRD,P,0.000,0.000
572,SHB,P,0.000,0.000
573,HRS,P,0.000,0.000
573,HRS,S,0.000,0.000
573,TBZ,P,0.000,0.000
573,BST,P,0.000,0.000
573,MRD,P,0.000,0.000
573,SHB,P,0.000,0.000
573,AZR,P,0.000,0.000
573,SRB,P,0.000,0.000
574,HRS,P,0.000,0.000
574,TBZ,P,0.000,0.000
574,BST,P,0.000,0.000
574,SHB,P,0.000,0.000
574,MRD,P,0.000,0.000
574,SRB,P,0.000,0.000
575,HRS,P,0.000,0.000
575,TBZ,P,0.000,0.000
575,BST,P,0.000,0.000
575,SRB,P,0.000,0.000
575,MRD,P,0.000,0.000
575,SHB,P,0.000,0.000
575,AZR,P,0.000,0.000
576,HRS,P,0.000,0.000
576,HRS,S,0.000,0.000
576,TBZ,P,0.000,0.000
576,BST,P,0.000,0.000
576,SRB,P,0.000,0.000
576,MRD,P,0.000,0.000
576,SHB,P,0.000,0.000
576,AZR,P,0.000,0.000
577,HRS,P,0.000,0.000
577,TBZ,P,0.000,0.000
577,BST,P,0.000,0.000
577,MRD,P,0.000,0.000
577,SHB,P,0.000,0.000
578,HRS,P,0.000,0.000
578,TBZ,P,0.000,0.000
578,BST,P,0.000,0.000
578,SHB,P,0.000,0.000
578,MRD,P,0.000,0.000
578,SRB,P,0.000,0.000
579,HRS,P,0.000,0.000
579,HRS,S,0.000,0.000
579,TBZ,P,0.000,0.000
579,BST,P,0.000,0.000
579,SRB,P,0.000,0.000
579,SHB,P,0.000,0.000
579,MRD,P,0.000,0.000
580,HRS,P,0.000,0.000
580,TBZ,P,0.000,0.000
580,BST,P,0.000,0.000
580,MRD,P,0.000,0.000
580,SRB,P,0.000,0.000
580,SHB,P,0.000,0.000
581,HRS,P,0.000,0.000
581,TBZ,P,0.000,0.000
581,BST,P,0.000,0.000
581,MRD,P,0.000,0.000
581,SHB,P,0.000,0.000
581,SRB,P,0.000,0.000
582,HRS,P,0.000,0.000
582,TBZ,P,0.000,0.000
582,BST,P,0.000,0.000
582,SRB,P,0.000,0.000
582,MRD,P,0.000,0.000
582,SHB,P,0.000,0.000
583,HRS,P,0.000,0.000
583,HRS,S,0.000,0.000
583,TBZ,P,0.000,0.000
583,BST,P,0.000,0.000
583,MRD,P,0.000,0.000
583,SHB,P,0.000,0.000
583,AZR,P,0.000,0.000
583,SRB,P,0.000,0.000
583,GRMI,P,0.000,0.000
583,MAKU,P,0.000,0.000
583,ZNJK,P,0.000,0.000
584,HRS,P,0.000,0.000
584,TBZ,P,0.000,0.000
584,BST,P,0.000,0.000
584,SRB,P,0.000,0.000
584,MRD,P,0.000,0.000
584,SHB,P,0.000,0.000
585,HRS,P,0.000,0.000
585,BST,P,0.000,0.000
585,MRD,P,0.000,0.000
585,SHB,P,0.000,0.000
585,SRB,P,0.000,0.000
586,HRS,P,0.000,0.000
586,TBZ,P,0.000,0.000
586,BST,P,0.000,0.000
586,MRD,P,0.000,0.000
586,SHB,P,0.000,0.000
587,HRS,P,0.000,0.000
587,HRS,S,0.000,0.000
587,TBZ,P,0.000,0.000
587,BST,P,0.000,0.000
587,SRB,P,0.000,0.000
587,MRD,P,0.000,0.000
587,SHB,P,0.000,0.000
588,HRS,P,0.000,0.000
588,HRS,S,0.000,0.000
588,TBZ,P,0.000,0.000
588,BST,P,0.000,0.000
588,MRD,P,0.000,0.000
588,SHB,P,0.000,0.000
588,SRB,P,0.000,0.000
588,GRMI,P,0.000,0.000
588,NAX,P,0.000,0.000
588,SBZ,P,0.000,0.000
588,LRK,P,0.000,0.000
588,GLBA,P,0.000,0.000
588,ASTR,P,0.000,0.000
588,LKRN,P,0.000,0.000
588,MAKU,P,0.000,0.000
588,BRDA,P,0.000,0.000
588,SAAT,P,0.000,0.000
588,ZRD,P,0.000,0.000
588,GANJ,P,0.000,0.000
588,ZNJK,P,0.000,0.000
589,HRS,P,0.000,0.000
589,HRS,S,0.000,0.000
589,TBZ,P,0.000,0.000
589,BST,P,0.000,0.000
589,SRB,P,0.000,0.000
589,MRD,P,0.000,0.000
589,SHB,P,0.000,0.000
589,AZR,P,0.000,0.000
590,HRS,P,0.000,0.000
590,TBZ,P,0.000,0.000
590,MRD,P,0.000,0.000
590,BST,P,0.000,0.000
590,BST,S,0.000,0.000
590,SHB,P,0.000,0.000
590,SRB,P,0.000,0.000
591,HRS,P,0.000,0.000
591,HRS,S,0.000,0.000
591,TBZ,P,0.000,0.000
591,BST,P,0.000,0.000
591,SRB,P,0.000,0.000
591,MRD,P,0.000,0.000
591,SHB,P,0.000,0.000
591,AZR,P,0.000,0.000
592,HRS,P,0.000,0.000
592,TBZ,P,0.000,0.000
592,BST,P,0.000,0.000
592,SRB,P,0.000,0.000
592,MRD,P,0.000,0.000
592,SHB,P,0.000,0.000
592,AZR,P,0.000,0.000
593,HRS,P,0.000,0.000
593,HRS,S,0.000,0.000
593,TBZ,P,0.000,0.000
593,BST,P,0.000,0.000
593,SRB,P,0.000,0.000
593,MRD,P,0.000,0.000
593,SHB,P,0.000,0.000
593,AZR,P,0.000,0.000
594,HRS,P,0.000,0.000
594,HRS,S,0.000,0.000
594,TBZ,P,0.000,0.000
594,BST,P,0.000,0.000
594,SRB,P,0.000,0.000
594,MRD,P,0.000,0.000
594,SHB,P,0.000,0.000
594,AZR,P,0.000,0.000
595,HRS,P,0.000,0.000
595,HRS,S,0.000,0.000
595,TBZ,P,0.000,0.000
595,BST,P,0.000,0.000
595,SRB,P,0.000,0.000
595,MRD,P,0.000,0.000
595,SHB,P,0.000,0.000
596,HRS,P,0.000,0.000
596,TBZ,P,0.000,0.000
596,BST,P,0.000,0.000
596,MRD,P,0.000,0.000
596,SHB,P,0.000,0.000
597,HRS,P,0.000,0.000
597,TBZ,P,0.000,0.000
597,BST,P,0.000,0.000
597,SRB,P,0.000,0.000
597,MRD,P,0.000,0.000
597,SHB,P,0.000,0.000
597,AZR,P,0.000,0.000
598,HRS,P,0.000,0.000
598,TBZ,P,0.000,0.000
598,BST,P,0.000,0.000
598,AZR,P,0.000,0.000
598,SRB,P,0.000,0.000
599,HRS,P,0.000,0.000
599,TBZ,P,0.000,0.000
599,BST,P,0.000,0.000
599,SRB,P,0.000,0.000
599,SHB,P,0.000,0.000
599,MRD,P,0.000,0.000
600,HRS,P,0.000,0.000
600,TBZ,P,0.000,0.000
600,BST,P,0.000,0.000
600,MRD,P,0.000,0.000
600,SHB,P,0.000,0.000
600,SRB,P,0.000,0.000
