eid,code,phase,noise,wet
3,SBZ,P,0.000,0.000
3,GLBA,P,0.000,0.000
3,GLBA,S,0.000,0.000
3,ASTR,P,0.000,0.000
3,ASTR,S,0.000,0.000
3,LKRN,S,0.000,0.000
3,MAKU,P,0.000,0.000
3,MAKU,S,0.000,0.000
3,BRDA,S,0.000,0.000
3,SAAT,P,0.000,0.000
3,ZRD,P,0.000,0.000
3,GANJ,P,0.000,0.000
3,GNI,P,0.000,0.000
3,ZNJK,P,0.000,0.000
3,VANB,S,0.000,0.000
4,TAHR,P,0.000,0.000
4,HRS,P,0.000,0.000
4,HRS,S,0.000,0.000
4,TBZ,P,0.000,0.000
4,TABZ,P,0.000,0.000
4,FTB,S,0.000,0.000
4,BST,P,0.000,0.000
4,MRD,P,0.000,0.000
4,MRD,S,0.000,0.000
4,SHB,P,0.000,0.000
4,GRMI,P,0.000,0.000
4,GRMI,S,0.000,0.000
4,AZR,P,0.000,0.000
4,AZR,S,0.000,0.000
4,SRB,P,0.000,0.000
4,SRB,S,0.000,0.000
4,NAX,P,0.000,0.000
4,HSH,S,0.000,0.000
4,LRK,S,0.000,0.000
4,GLBA,P,0.000,0.000
4,GLBA,S,0.000,0.000
4,LKRN,P,0.000,0.000
4,LKRN,S,0.000,0.000
4,MAKU,P,0.000,0.000
4,BRDA,P,0.000,0.000
4,SAAT,S,0.000,0.000
4,ZRD,P,0.000,0.000
4,ZRD,S,0.000,0.000
4,GNI,P,0.000,0.000
4,ZNJK,P,0.000,0.000
4,ZNJK,S,0.000,0.000
4,VANB,P,0.000,0.000
4,VANB,S,0.000,0.000
5,TVRZ,S,0.000,0.000
5,HRS,P,0.000,0.000
5,HRS,S,0.000,0.000
5,FTB,S,0.000,0.000
5,TBZ,P,0.000,0.000
5,BST,P,0.000,0.000
5,ORD,P,0.000,0.000
5,MRD,P,0.000,0.000
5,MRD,S,0.000,0.000
5,SHB,P,0.000,0.000
5,SHB,S,0.000,0.000
5,AZR,S,0.000,0.000
5,SRB,P,0.000,0.000
5,SRB,S,0.000,0.000
5,GRMI,S,0.000,0.000
5,NAX,P,0.000,0.000
5,NAX,S,0.000,0.000
5,SBZ,P,0.000,0.000
5,SBZ,S,0.000,0.000
5,LRK,P,0.000,0.000
5,GLBA,P,0.000,0.000
5,ASTR,P,0.000,0.000
5,LKRN,P,0.000,0.000
5,BRDA,P,0.000,0.000
5,SAAT,P,0.000,0.000
5,SAAT,S,0.000,0.000
5,ZRD,S,0.000,0.000
5,GANJ,P,0.000,0.000
5,GNI,P,0.000,0.000
5,GNI,S,0.000,0.000
5,ZNJK,S,0.000,0.000
6,TVRZ,P,0.000,0.000
6,TAHR,S,0.000,0.000
6,HRS,P,0.000,0.000
6,HRS,S,0.000,0.000
6,TBZ,P,0.000,0.000
6,TABZ,P,0.000,0.000
6,TABZ,S,0.000,0.000
6,FTB,P,0.000,0.000
6,ORD,P,0.000,0.000
6,ORD,S,0.000,0.000
6,BST,P,0.000,0.000
6,BST,S,0.000,0.000
6,MRD,P,0.000,0.000
6,SHB,P,0.000,0.000
6,SHB,S,0.000,0.000
6,AZR,P,0.000,0.000
6,AZR,S,0.000,0.000
6,GRMI,P,0.000,0.000
6,GRMI,S,0.000,0.000
6,SRB,P,0.000,0.000
6,HSH,P,0.000,0.000
6,HSH,S,0.000,0.000
6,SBZ,S,0.000,0.000
6,ASTR,S,0.000,0.000
6,LKRN,P,0.000,0.000
6,LKRN,S,0.000,0.000
6,MAKU,P,0.000,0.000
6,BRDA,P,0.000,0.000
6,SAAT,S,0.000,0.000
6,ZRD,P,0.000,0.000
6,GNI,P,0.000,0.000
6,ZNJK,P,0.000,0.000
6,VANB,S,0.000,0.000
7,TVRZ,S,0.000,0.000
7,TAHR,S,0.000,0.000
7,HRS,P,0.000,0.000
7,HRS,S,0.000,0.000
7,TBZ,P,0.000,0.000
7,FTB,S,0.000,0.000
7,BST,P,0.000,0.000
7,BST,S,0.000,0.000
7,MRD,P,0.000,0.000
7,SHB,P,0.000,0.000
7,SHB,S,0.000,0.000
7,AZR,S,0.000,0.000
7,SRB,P,0.000,0.000
7,SRB,S,0.000,0.000
7,GRMI,P,0.000,0.000
7,GRMI,S,0.000,0.000
7,NAX,S,0.000,0.000
7,SBZ,S,0.000,0.000
7,ASTR,S,0.000,0.000
7,LKRN,S,0.000,0.000
7,MAKU,P,0.000,0.000
7,MAKU,S,0.000,0.000
7,GNI,P,0.000,0.000
7,ZNJK,P,0.000,0.000
8,TVRZ,P,0.000,0.000
8,TAHR,S,0.000,0.000
8,HRS,P,0.000,0.000
8,HRS,S,0.000,0.000
8,TABZ,P,0.000,0.000
8,FTB,P,0.000,0.000
8,TBZ,P,0.000,0.000
8,TBZ,S,0.000,0.000
8,BST,P,0.000,0.000
8,BST,S,0.000,0.000
8,ORD,S,0.000,0.000
8,MRD,P,0.000,0.000
8,SHB,P,0.000,0.000
8,SHB,S,0.000,0.000
8,SRB,P,0.000,0.000
8,GRMI,P,0.000,0.000
8,AZR,P,0.000,0.000
8,HSH,P,0.000,0.000
8,LRK,P,0.000,0.000
8,LRK,S,0.000,0.000
8,GLBA,S,0.000,0.000
8,ASTR,P,0.000,0.000
8,LKRN,S,0.000,0.000
8,BRDA,P,0.000,0.000
8,BRDA,S,0.000,0.000
8,SAAT,P,0.000,0.000
8,ZRD,S,0.000,0.000
8,GANJ,P,0.000,0.000
8,GANJ,S,0.000,0.000
8,GNI,S,0.000,0.000
8,ZNJK,P,0.000,0.000
8,ZNJK,S,0.000,0.000
8,VANB,P,0.000,0.000
9,TVRZ,S,0.000,0.000
9,HRS,P,0.000,0.000
9,FTB,S,0.000,0.000
9,TBZ,P,0.000,0.000
9,BST,S,0.000,0.000
9,ORD,P,0.000,0.000
9,ORD,S,0.000,0.000
9,MRD,P,0.000,0.000
9,SRB,P,0.000,0.000
9,SRB,S,0.000,0.000
9,SHB,P,0.000,0.000
9,GRMI,P,0.000,0.000
9,AZR,S,0.000,0.000
9,HSH,S,0.000,0.000
9,LRK,P,0.000,0.000
9,LRK,S,0.000,0.000
9,SBZ,P,0.000,0.000
9,SBZ,S,0.000,0.000
9,GLBA,P,0.000,0.000
9,GLBA,S,0.000,0.000
9,ASTR,P,0.000,0.000
9,LKRN,P,0.000,0.000
9,BRDA,P,0.000,0.000
9,MAKU,P,0.000,0.000
9,MAKU,S,0.000,0.000
9,SAAT,P,0.000,0.000
9,ZRD,P,0.000,0.000
9,ZRD,S,0.000,0.000
9,GANJ,P,0.000,0.000
9,ZNJK,P,0.000,0.000
9,ZNJK,S,0.000,0.000
9,GNI,P,0.000,0.000
9,VANB,P,0.000,0.000
9,VANB,S,0.000,0.000
10,TVRZ,S,0.000,0.000
10,HRS,P,0.000,0.000
10,HRS,S,0.000,0.000
10,FTB,S,0.000,0.000
10,TBZ,P,0.000,0.000
10,BST,P,0.000,0.000
10,BST,S,0.000,0.000
10,ORD,P,0.000,0.000
10,MRD,P,0.000,0.000
10,SRB,P,0.000,0.000
10,SRB,S,0.000,0.000
10,SHB,P,0.000,0.000
10,SHB,S,0.000,0.000
10,GRMI,P,0.000,0.000
10,GRMI,S,0.000,0.000
10,AZR,S,0.000,0.000
10,HSH,S,0.000,0.000
10,LRK,P,0.000,0.000
10,NAX,P,0.000,0.000
10,SBZ,P,0.000,0.000
10,GLBA,P,0.000,0.000
10,ASTR,P,0.000,0.000
10,ASTR,S,0.000,0.000
10,BRDA,P,0.000,0.000
10,MAKU,P,0.000,0.000
10,SAAT,P,0.000,0.000
10,SAAT,S,0.000,0.000
10,ZRD,P,0.000,0.000
10,GANJ,P,0.000,0.000
10,GANJ,S,0.000,0.000
10,ZNJK,P,0.000,0.000
10,ZNJK,S,0.000,0.000
10,GNI,S,0.000,0.000
11,TVRZ,S,0.000,0.000
11,TAHR,P,0.000,0.000
11,HRS,P,0.000,0.000
11,HRS,S,0.000,0.000
11,TBZ,P,0.000,0.000
11,TBZ,S,0.000,0.000
11,FTB,P,0.000,0.000
11,ORD,S,0.000,0.000
11,BST,P,0.000,0.000
11,BST,S,0.000,0.000
11,MRD,P,0.000,0.000
11,SHB,P,0.000,0.000
11,SHB,S,0.000,0.000
11,AZR,S,0.000,0.000
11,SRB,P,0.000,0.000
11,SRB,S,0.000,0.000
11,GRMI,S,0.000,0.000
11,NAX,P,0.000,0.000
11,HSH,P,0.000,0.000
11,SBZ,P,0.000,0.000
11,LRK,P,0.000,0.000
11,GLBA,P,0.000,0.000
11,ASTR,S,0.000,0.000
11,LKRN,P,0.000,0.000
11,LKRN,S,0.000,0.000
11,MAKU,P,0.000,0.000
11,MAKU,S,0.000,0.000
11,SAAT,P,0.000,0.000
11,GANJ,P,0.000,0.000
11,ZNJK,P,0.000,0.000
11,ZNJK,S,0.000,0.000
11,VANB,P,0.000,0.000
11,VANB,S,0.000,0.000
12,HRS,P,0.000,0.000
12,TAHR,S,0.000,0.000
12,TBZ,P,0.000,0.000
12,TABZ,S,0.000,0.000
12,BST,P,0.000,0.000
12,ORD,S,0.000,0.000
12,MRD,P,0.000,0.000
12,SHB,P,0.000,0.000
12,SRB,P,0.000,0.000
12,SRB,S,0.000,0.000
12,GRMI,P,0.000,0.000
12,GRMI,S,0.000,0.000
12,HSH,S,0.000,0.000
12,SBZ,S,0.000,0.000
12,GLBA,S,0.000,0.000
12,ASTR,S,0.000,0.000
12,MAKU,P,0.000,0.000
12,BRDA,S,0.000,0.000
12,ZRD,S,0.000,0.000
12,GANJ,S,0.000,0.000
12,GNI,P,0.000,0.000
12,GNI,S,0.000,0.000
12,ZNJK,P,0.000,0.000
12,VANB,S,0.000,0.000
13,TVRZ,P,0.000,0.000
13,HRS,P,0.000,0.000
13,HRS,S,0.000,0.000
13,TBZ,P,0.000,0.000
13,TBZ,S,0.000,0.000
13,TABZ,S,0.000,0.000
13,FTB,P,0.000,0.000
13,ORD,P,0.000,0.000
13,BST,P,0.000,0.000
13,BST,S,0.000,0.000
13,MRD,P,0.000,0.000
13,MRD,S,0.000,0.000
13,SHB,P,0.000,0.000
13,AZR,P,0.000,0.000
13,SRB,P,0.000,0.000
13,SRB,S,0.000,0.000
13,GRMI,P,0.000,0.000
13,NAX,S,0.000,0.000
13,SBZ,P,0.000,0.000
13,SBZ,S,0.000,0.000
13,LRK,P,0.000,0.000
13,LRK,S,0.000,0.000
13,GLBA,P,0.000,0.000
13,GLBA,S,0.000,0.000
13,ASTR,P,0.000,0.000
13,ASTR,S,0.000,0.000
13,MAKU,P,0.000,0.000
13,MAKU,S,0.000,0.000
13,ZRD,P,0.000,0.000
13,GANJ,P,0.000,0.000
13,ZNJK,P,0.000,0.000
13,ZNJK,S,0.000,0.000
13,VANB,S,0.000,0.000
14,HRS,P,0.000,0.000
14,HRS,S,0.000,0.000
14,TAHR,P,0.000,0.000
14,TAHR,S,0.000,0.000
14,TVRZ,P,0.000,0.000
14,TVRZ,S,0.000,0.000
14,TBZ,P,0.000,0.000
14,TBZ,S,0.000,0.000
14,BST,P,0.000,0.000
14,BST,S,0.000,0.000
14,SRB,S,0.000,0.000
14,GRMI,P,0.000,0.000
14,MRD,P,0.000,0.000
14,SHB,P,0.000,0.000
14,SHB,S,0.000,0.000
14,AZR,S,0.000,0.000
14,HSH,S,0.000,0.000
14,LRK,P,0.000,0.000
14,NAX,P,0.000,0.000
14,NAX,S,0.000,0.000
14,SBZ,P,0.000,0.000
14,GLBA,P,0.000,0.000
14,LKRN,P,0.000,0.000
14,BRDA,P,0.000,0.000
14,SAAT,S,0.000,0.000
14,MAKU,P,0.000,0.000
14,ZRD,P,0.000,0.000
14,ZRD,S,0.000,0.000
14,ZNJK,P,0.000,0.000
14,GANJ,P,0.000,0.000
14,GANJ,S,0.000,0.000
14,VANB,P,0.000,0.000
14,VANB,S,0.000,0.000
15,TVRZ,P,0.000,0.000
15,HRS,P,0.000,0.000
15,HRS,S,0.000,0.000
15,FTB,P,0.000,0.000
15,TABZ,P,0.000,0.000
15,TABZ,S,0.000,0.000
15,TBZ,P,0.000,0.000
15,TBZ,S,0.000,0.000
15,BST,P,0.000,0.000
15,BST,S,0.000,0.000
15,SRB,P,0.000,0.000
15,MRD,P,0.000,0.000
15,SHB,P,0.000,0.000
15,SHB,S,0.000,0.000
15,GRMI,P,0.000,0.000
15,AZR,S,0.000,0.000
15,LRK,P,0.000,0.000
15,LRK,S,0.000,0.000
15,NAX,P,0.000,0.000
15,NAX,S,0.000,0.000
15,GLBA,P,0.000,0.000
15,GLBA,S,0.000,0.000
15,ASTR,S,0.000,0.000
15,LKRN,P,0.000,0.000
15,LKRN,S,0.000,0.000
15,BRDA,S,0.000,0.000
15,SAAT,P,0.000,0.000
15,SAAT,S,0.000,0.000
15,ZRD,P,0.000,0.000
15,GANJ,P,0.000,0.000
15,ZNJK,P,0.000,0.000
15,ZNJK,S,0.000,0.000
15,GNI,P,0.000,0.000
16,HRS,P,0.000,0.000
16,HRS,S,0.000,0.000
16,FTB,P,0.000,0.000
16,FTB,S,0.000,0.000
16,TABZ,P,0.000,0.000
16,TABZ,S,0.000,0.000
16,TBZ,P,0.000,0.000
16,TBZ,S,0.000,0.000
16,BST,P,0.000,0.000
16,BST,S,0.000,0.000
16,SRB,P,0.000,0.000
16,SRB,S,0.000,0.000
16,GRMI,P,0.000,0.000
16,MRD,P,0.000,0.000
16,MRD,S,0.000,0.000
16,SHB,P,0.000,0.000
16,HSH,P,0.000,0.000
16,NAX,P,0.000,0.000
16,SBZ,P,0.000,0.000
16,GLBA,P,0.000,0.000
16,GLBA,S,0.000,0.000
16,LKRN,P,0.000,0.000
16,LKRN,S,0.000,0.000
16,BRDA,P,0.000,0.000
16,BRDA,S,0.000,0.000
16,SAAT,P,0.000,0.000
16,SAAT,S,0.000,0.000
16,MAKU,P,0.000,0.000
16,ZRD,P,0.000,0.000
16,ZRD,S,0.000,0.000
16,GANJ,P,0.000,0.000
16,VANB,S,0.000,0.000
17,TVRZ,P,0.000,0.000
17,HRS,P,0.000,0.000
17,FTB,S,0.000,0.000
17,TABZ,P,0.000,0.000
17,TABZ,S,0.000,0.000
17,TBZ,P,0.000,0.000
17,TBZ,S,0.000,0.000
17,BST,P,0.000,0.000
17,BST,S,0.000,0.000
17,ORD,P,0.000,0.000
17,ORD,S,0.000,0.000
17,SRB,P,0.000,0.000
17,MRD,P,0.000,0.000
17,SHB,P,0.000,0.000
17,SHB,S,0.000,0.000
17,AZR,P,0.000,0.000
17,AZR,S,0.000,0.000
17,GRMI,P,0.000,0.000
17,GRMI,S,0.000,0.000
17,HSH,P,0.000,0.000
17,NAX,P,0.000,0.000
17,NAX,S,0.000,0.000
17,SBZ,P,0.000,0.000
17,ASTR,P,0.000,0.000
17,BRDA,S,0.000,0.000
17,MAKU,P,0.000,0.000
17,SAAT,P,0.000,0.000
17,SAAT,S,0.000,0.000
17,ZRD,S,0.000,0.000
17,ZNJK,P,0.000,0.000
17,ZNJK,S,0.000,0.000
17,GANJ,S,0.000,0.000
17,GNI,P,0.000,0.000
18,TVRZ,P,0.000,0.000
18,HRS,P,0.000,0.000
18,HRS,S,0.000,0.000
18,TAHR,P,0.000,0.000
18,FTB,S,0.000,0.000
18,TBZ,P,0.000,0.000
18,TBZ,S,0.000,0.000
18,BST,P,0.000,0.000
18,ORD,P,0.000,0.000
18,MRD,P,0.000,0.000
18,SHB,P,0.000,0.000
18,SHB,S,0.000,0.000
18,AZR,P,0.000,0.000
18,SRB,P,0.000,0.000
18,SRB,S,0.000,0.000
18,GRMI,P,0.000,0.000
18,HSH,P,0.000,0.000
18,HSH,S,0.000,0.000
18,NAX,P,0.000,0.000
18,NAX,S,0.000,0.000
18,SBZ,S,0.000,0.000
18,LRK,S,0.000,0.000
18,ASTR,P,0.000,0.000
18,MAKU,P,0.000,0.000
18,BRDA,S,0.000,0.000
18,ZRD,S,0.000,0.000
18,GANJ,S,0.000,0.000
18,GNI,P,0.000,0.000
18,GNI,S,0.000,0.000
18,ZNJK,P,0.000,0.000
18,VANB,P,0.000,0.000
18,VANB,S,0.000,0.000
19,TAHR,P,0.000,0.000
19,HRS,P,0.000,0.000
19,HRS,S,0.000,0.000
19,TBZ,P,0.000,0.000
19,TBZ,S,0.000,0.000
19,TABZ,P,0.000,0.000
19,FTB,P,0.000,0.000
19,FTB,S,0.000,0.000
19,BST,P,0.000,0.000
19,BST,S,0.000,0.000
19,MRD,P,0.000,0.000
19,MRD,S,0.000,0.000
19,SHB,P,0.000,0.000
19,AZR,P,0.000,0.000
19,AZR,S,0.000,0.000
19,SRB,P,0.000,0.000
19,SRB,S,0.000,0.000
19,NAX,P,0.000,0.000
19,NAX,S,0.000,0.000
19,HSH,P,0.000,0.000
19,LRK,P,0.000,0.000
19,LRK,S,0.000,0.000
19,SBZ,P,0.000,0.000
19,SBZ,S,0.000,0.000
19,GLBA,P,0.000,0.000
19,ASTR,P,0.000,0.000
19,ASTR,S,0.000,0.000
19,BRDA,P,0.000,0.000
19,SAAT,S,0.000,0.000
19,ZRD,P,0.000,0.000
19,ZRD,S,0.000,0.000
19,GANJ,S,0.000,0.000
19,ZNJK,P,0.000,0.000
20,HRS,P,0.000,0.000
20,HRS,S,0.000,0.000
20,FTB,S,0.000,0.000
20,TABZ,P,0.000,0.000
20,TABZ,S,0.000,0.000
20,TBZ,P,0.000,0.000
20,TBZ,S,0.000,0.000
20,BST,P,0.000,0.000
20,BST,S,0.000,0.000
20,ORD,P,0.000,0.000
20,MRD,P,0.000,0.000
20,MRD,S,0.000,0.000
20,SRB,P,0.000,0.000
20,SRB,S,0.000,0.000
20,GRMI,S,0.000,0.000
20,SHB,P,0.000,0.000
20,SHB,S,0.000,0.000
20,AZR,P,0.000,0.000
20,AZR,S,0.000,0.000
20,HSH,P,0.000,0.000
20,LRK,P,0.000,0.000
20,NAX,S,0.000,0.000
20,GLBA,P,0.000,0.000
20,ASTR,P,0.000,0.000
20,ASTR,S,0.000,0.000
20,LKRN,P,0.000,0.000
20,BRDA,P,0.000,0.000
20,ZRD,P,0.000,0.000
20,ZNJK,P,0.000,0.000
20,ZNJK,S,0.000,0.000
20,GNI,P,0.000,0.000
20,VANB,P,0.000,0.000
20,VANB,S,0.000,0.000
21,TAHR,P,0.000,0.000
21,HRS,P,0.000,0.000
21,HRS,S,0.000,0.000
21,FTB,P,0.000,0.000
21,FTB,S,0.000,0.000
21,TABZ,P,0.000,0.000
21,TABZ,S,0.000,0.000
21,TBZ,P,0.000,0.000
21,TBZ,S,0.000,0.000
21,BST,P,0.000,0.000
21,BST,S,0.000,0.000
21,ORD,P,0.000,0.000
21,ORD,S,0.000,0.000
21,MRD,P,0.000,0.000
21,SHB,P,0.000,0.000
21,SHB,S,0.000,0.000
21,SRB,S,0.000,0.000
21,GRMI,S,0.000,0.000
21,AZR,P,0.000,0.000
21,HSH,P,0.000,0.000
21,NAX,P,0.000,0.000
21,NAX,S,0.000,0.000
21,LRK,P,0.000,0.000
21,SBZ,P,0.000,0.000
21,GLBA,S,0.000,0.000
21,ASTR,S,0.000,0.000
21,LKRN,P,0.000,0.000
21,BRDA,P,0.000,0.000
21,MAKU,P,0.000,0.000
21,GNI,P,0.000,0.000
21,GNI,S,0.000,0.000
21,ZNJK,S,0.000,0.000
21,VANB,P,0.000,0.000
22,TAHR,S,0.000,0.000
22,HRS,P,0.000,0.000
22,HRS,S,0.000,0.000
22,TVRZ,P,0.000,0.000
22,FTB,P,0.000,0.000
22,FTB,S,0.000,0.000
22,TABZ,P,0.000,0.000
22,TBZ,P,0.000,0.000
22,TBZ,S,0.000,0.000
22,BST,P,0.000,0.000
22,BST,S,0.000,0.000
22,SRB,P,0.000,0.000
22,GRMI,P,0.000,0.000
22,GRMI,S,0.000,0.000
22,ORD,P,0.000,0.000
22,ORD,S,0.000,0.000
22,MRD,P,0.000,0.000
22,MRD,S,0.000,0.000
22,SHB,P,0.000,0.000
22,SHB,S,0.000,0.000
22,LRK,P,0.000,0.000
22,NAX,S,0.000,0.000
22,GLBA,P,0.000,0.000
22,GLBA,S,0.000,0.000
22,SBZ,P,0.000,0.000
22,SAAT,P,0.000,0.000
22,BRDA,P,0.000,0.000
22,BRDA,S,0.000,0.000
22,MAKU,P,0.000,0.000
22,MAKU,S,0.000,0.000
22,GANJ,P,0.000,0.000
22,VANB,P,0.000,0.000
23,TVRZ,P,0.000,0.000
23,TVRZ,S,0.000,0.000
23,TAHR,P,0.000,0.000
23,TAHR,S,0.000,0.000
23,HRS,P,0.000,0.000
23,HRS,S,0.000,0.000
23,FTB,S,0.000,0.000
23,TABZ,S,0.000,0.000
23,TBZ,P,0.000,0.000
23,TBZ,S,0.000,0.000
23,BST,P,0.000,0.000
23,BST,S,0.000,0.000
23,MRD,P,0.000,0.000
23,SRB,P,0.000,0.000
23,SRB,S,0.000,0.000
23,GRMI,P,0.000,0.000
23,SHB,P,0.000,0.000
23,SHB,S,0.000,0.000
23,LRK,P,0.000,0.000
23,NAX,S,0.000,0.000
23,SBZ,S,0.000,0.000
23,GLBA,P,0.000,0.000
23,ASTR,S,0.000,0.000
23,LKRN,P,0.000,0.000
23,SAAT,P,0.000,0.000
23,MAKU,P,0.000,0.000
23,MAKU,S,0.000,0.000
23,ZRD,P,0.000,0.000
23,GANJ,P,0.000,0.000
23,ZNJK,P,0.000,0.000
23,GNI,P,0.000,0.000
23,VANB,P,0.000,0.000
23,VANB,S,0.000,0.000
24,TVRZ,P,0.000,0.000
24,TVRZ,S,0.000,0.000
24,TAHR,S,0.000,0.000
24,HRS,P,0.000,0.000
24,HRS,S,0.000,0.000
24,FTB,P,0.000,0.000
24,TABZ,S,0.000,0.000
24,TBZ,P,0.000,0.000
24,MRD,P,0.000,0.000
24,SHB,P,0.000,0.000
24,SRB,P,0.000,0.000
24,SRB,S,0.000,0.000
24,AZR,P,0.000,0.000
24,AZR,S,0.000,0.000
24,GRMI,P,0.000,0.000
24,HSH,S,0.000,0.000
24,NAX,P,0.000,0.000
24,NAX,S,0.000,0.000
24,LRK,S,0.000,0.000
24,GLBA,P,0.000,0.000
24,GLBA,S,0.000,0.000
24,ASTR,P,0.000,0.000
24,BRDA,P,0.000,0.000
24,MAKU,P,0.000,0.000
24,SAAT,S,0.000,0.000
24,ZRD,P,0.000,0.000
24,ZRD,S,0.000,0.000
24,GANJ,P,0.000,0.000
24,ZNJK,P,0.000,0.000
24,ZNJK,S,0.000,0.000
24,GNI,S,0.000,0.000
25,HRS,P,0.000,0.000
25,HRS,S,0.000,0.000
25,TAHR,P,0.000,0.000
25,TVRZ,P,0.000,0.000
25,FTB,P,0.000,0.000
25,FTB,S,0.000,0.000
25,TBZ,P,0.000,0.000
25,TBZ,S,0.000,0.000
25,BST,P,0.000,0.000
25,BST,S,0.000,0.000
25,SRB,P,0.000,0.000
25,SRB,S,0.000,0.000
25,MRD,P,0.000,0.000
25,MRD,S,0.000,0.000
25,SHB,P,0.000,0.000
25,AZR,S,0.000,0.000
25,HSH,P,0.000,0.000
25,HSH,S,0.000,0.000
25,LRK,S,0.000,0.000
25,NAX,S,0.000,0.000
25,SBZ,P,0.000,0.000
25,GLBA,P,0.000,0.000
25,ASTR,P,0.000,0.000
25,LKRN,P,0.000,0.000
25,LKRN,S,0.000,0.000
25,BRDA,P,0.000,0.000
25,SAAT,P,0.000,0.000
25,SAAT,S,0.000,0.000
25,MAKU,S,0.000,0.000
25,ZRD,P,0.000,0.000
25,GANJ,P,0.000,0.000
25,GNI,S,0.000,0.000
25,VANB,P,0.000,0.000
26,TVRZ,S,0.000,0.000
26,TAHR,S,0.000,0.000
26,HRS,P,0.000,0.000
26,FTB,P,0.000,0.000
26,TABZ,P,0.000,0.000
26,TABZ,S,0.000,0.000
26,TBZ,P,0.000,0.000
26,BST,P,0.000,0.000
26,ORD,P,0.000,0.000
26,ORD,S,0.000,0.000
26,MRD,P,0.000,0.000
26,SHB,P,0.000,0.000
26,SHB,S,0.000,0.000
26,SRB,P,0.000,0.000
26,AZR,S,0.000,0.000
26,HSH,P,0.000,0.000
26,HSH,S,0.000,0.000
26,SBZ,P,0.000,0.000
26,SBZ,S,0.000,0.000
26,GLBA,S,0.000,0.000
