eid,code,phase,noise,wet
133,SHB,P,0.000,0.000
133,GRMI,S,0.000,0.000
133,SRB,P,0.000,0.000
133,AZR,S,0.000,0.000
133,NAX,S,0.000,0.000
133,LRK,P,0.000,0.000
133,LRK,S,0.000,0.000
133,SBZ,S,0.000,0.000
133,GLBA,P,0.000,0.000
133,GLBA,S,0.000,0.000
133,LKRN,P,0.000,0.000
133,LKRN,S,0.000,0.000
133,MAKU,P,0.000,0.000
133,BRDA,P,0.000,0.000
133,SAAT,P,0.000,0.000
133,SAAT,S,0.000,0.000
133,ZRD,P,0.000,0.000
133,ZRD,S,0.000,0.000
133,GANJ,P,0.000,0.000
133,GANJ,S,0.000,0.000
133,GNI,P,0.000,0.000
133,ZNJK,P,0.000,0.000
133,VANB,P,0.000,0.000
134,TVRZ,P,0.000,0.000
134,TVRZ,S,0.000,0.000
134,TAHR,P,0.000,0.000
134,TAHR,S,0.000,0.000
134,HRS,P,0.000,0.000
134,HRS,S,0.000,0.000
134,TABZ,P,0.000,0.000
134,TABZ,S,0.000,0.000
134,TBZ,P,0.000,0.000
134,FTB,S,0.000,0.000
134,BST,P,0.000,0.000
134,BST,S,0.000,0.000
134,MRD,P,0.000,0.000
134,MRD,S,0.000,0.000
134,SHB,P,0.000,0.000
134,SHB,S,0.000,0.000
134,AZR,P,0.000,0.000
134,SRB,P,0.000,0.000
134,SRB,S,0.000,0.000
134,GRMI,P,0.000,0.000
134,HSH,P,0.000,0.000
134,SBZ,P,0.000,0.000
134,SBZ,S,0.000,0.000
134,ASTR,P,0.000,0.000
134,LKRN,P,0.000,0.000
134,MAKU,P,0.000,0.000
134,MAKU,S,0.000,0.000
134,GANJ,S,0.000,0.000
134,GNI,S,0.000,0.000
134,ZNJK,P,0.000,0.000
134,ZNJK,S,0.000,0.000
134,VANB,P,0.000,0.000
135,TVRZ,P,0.000,0.000
135,TVRZ,S,0.000,0.000
135,TAHR,P,0.000,0.000
135,HRS,P,0.000,0.000
135,HRS,S,0.000,0.000
135,TBZ,P,0.000,0.000
135,TBZ,S,0.000,0.000
135,FTB,S,0.000,0.000
135,ORD,P,0.000,0.000
135,BST,S,0.000,0.000
135,MRD,P,0.000,0.000
135,MRD,S,0.000,0.000
135,SHB,P,0.000,0.000
135,SHB,S,0.000,0.000
135,AZR,P,0.000,0.000
135,AZR,S,0.000,0.000
135,GRMI,P,0.000,0.000
135,SRB,P,0.000,0.000
135,NAX,P,0.000,0.000
135,HSH,P,0.000,0.000
135,LRK,P,0.000,0.000
135,GLBA,P,0.000,0.000
135,ASTR,P,0.000,0.000
135,ASTR,S,0.000,0.000
135,LKRN,P,0.000,0.000
135,MAKU,P,0.000,0.000
135,BRDA,P,0.000,0.000
135,BRDA,S,0.000,0.000
135,SAAT,S,0.000,0.000
135,ZRD,S,0.000,0.000
135,GANJ,P,0.000,0.000
135,GANJ,S,0.000,0.000
135,GNI,S,0.000,0.000
136,TVRZ,P,0.000,0.000
136,TAHR,P,0.000,0.000
136,HRS,P,0.000,0.000
136,HRS,S,0.000,0.000
136,FTB,P,0.000,0.000
136,FTB,S,0.000,0.000
136,TABZ,P,0.000,0.000
136,TBZ,P,0.000,0.000
136,TBZ,S,0.000,0.000
136,BST,P,0.000,0.000
136,MRD,S,0.000,0.000
136,SRB,P,0.000,0.000
136,SRB,S,0.000,0.000
136,GRMI,P,0.000,0.000
136,SHB,P,0.000,0.000
136,SHB,S,0.000,0.000
136,AZR,P,0.000,0.000
136,AZR,S,0.000,0.000
136,HSH,P,0.000,0.000
136,HSH,S,0.000,0.000
136,LRK,P,0.000,0.000
136,NAX,S,0.000,0.000
136,SBZ,S,0.000,0.000
136,GLBA,P,0.000,0.000
136,ASTR,P,0.000,0.000
136,ASTR,S,0.000,0.000
136,LKRN,P,0.000,0.000
136,LKRN,S,0.000,0.000
136,BRDA,S,0.000,0.000
136,SAAT,P,0.000,0.000
136,ZRD,P,0.000,0.000
136,GANJ,S,0.000,0.000
136,VANB,P,0.000,0.000
137,TVRZ,P,0.000,0.000
137,TVRZ,S,0.000,0.000
137,TAHR,P,0.000,0.000
137,HRS,P,0.000,0.000
137,HRS,S,0.000,0.000
137,FTB,P,0.000,0.000
137,FTB,S,0.000,0.000
137,TBZ,P,0.000,0.000
137,TBZ,S,0.000,0.000
137,BST,S,0.000,0.000
137,MRD,P,0.000,0.000
137,MRD,S,0.000,0.000
137,SRB,P,0.000,0.000
137,SRB,S,0.000,0.000
137,GRMI,S,0.000,0.000
137,SHB,P,0.000,0.000
137,SHB,S,0.000,0.000
137,AZR,P,0.000,0.000
137,HSH,P,0.000,0.000
137,NAX,P,0.000,0.000
137,SBZ,P,0.000,0.000
137,SBZ,S,0.000,0.000
137,GLBA,P,0.000,0.000
137,GLBA,S,0.000,0.000
137,BRDA,P,0.000,0.000
137,BRDA,S,0.000,0.000
137,SAAT,P,0.000,0.000
137,SAAT,S,0.000,0.000
137,ZRD,P,0.000,0.000
137,GANJ,P,0.000,0.000
137,ZNJK,P,0.000,0.000
137,VANB,P,0.000,0.000
137,VANB,S,0.000,0.000
138,TAHR,S,0.000,0.000
138,HRS,P,0.000,0.000
138,HRS,S,0.000,0.000
138,TBZ,P,0.000,0.000
138,TBZ,S,0.000,0.000
138,FTB,P,0.000,0.000
138,MRD,P,0.000,0.000
138,MRD,S,0.000,0.000
138,BST,P,0.000,0.000
138,SHB,P,0.000,0.000
138,SHB,S,0.000,0.000
138,AZR,P,0.000,0.000
138,SRB,P,0.000,0.000
138,GRMI,P,0.000,0.000
138,NAX,S,0.000,0.000
138,HSH,S,0.000,0.000
138,SBZ,P,0.000,0.000
138,SBZ,S,0.000,0.000
138,LRK,S,0.000,0.000
138,GLBA,P,0.000,0.000
138,GLBA,S,0.000,0.000
138,ASTR,P,0.000,0.000
138,ASTR,S,0.000,0.000
138,LKRN,P,0.000,0.000
138,MAKU,P,0.000,0.000
138,BRDA,P,0.000,0.000
138,SAAT,P,0.000,0.000
138,SAAT,S,0.000,0.000
138,ZRD,S,0.000,0.000
138,GANJ,P,0.000,0.000
138,GNI,P,0.000,0.000
138,VANB,P,0.000,0.000
138,VANB,S,0.000,0.000
139,TVRZ,P,0.000,0.000
139,TVRZ,S,0.000,0.000
139,TAHR,P,0.000,0.000
139,HRS,P,0.000,0.000
139,HRS,S,0.000,0.000
139,TBZ,P,0.000,0.000
139,TABZ,S,0.000,0.000
139,FTB,P,0.000,0.000
139,ORD,P,0.000,0.000
139,ORD,S,0.000,0.000
139,BST,P,0.000,0.000
139,BST,S,0.000,0.000
139,MRD,P,0.000,0.000
139,MRD,S,0.000,0.000
139,SHB,P,0.000,0.000
139,SHB,S,0.000,0.000
139,AZR,S,0.000,0.000
139,SRB,P,0.000,0.000
139,HSH,P,0.000,0.000
139,SBZ,P,0.000,0.000
139,GLBA,P,0.000,0.000
139,ASTR,P,0.000,0.000
139,ASTR,S,0.000,0.000
139,LKRN,P,0.000,0.000
139,BRDA,P,0.000,0.000
139,SAAT,P,0.000,0.000
139,SAAT,S,0.000,0.000
139,ZRD,S,0.000,0.000
139,GANJ,S,0.000,0.000
139,GNI,P,0.000,0.000
139,ZNJK,S,0.000,0.000
139,VANB,P,0.000,0.000
139,VANB,S,0.000,0.000
140,TVRZ,P,0.000,0.000
140,HRS,P,0.000,0.000
140,HRS,S,0.000,0.000
140,FTB,P,0.000,0.000
140,TABZ,S,0.000,0.000
140,TBZ,P,0.000,0.000
140,TBZ,S,0.000,0.000
140,BST,P,0.000,0.000
140,BST,S,0.000,0.000
140,ORD,P,0.000,0.000
140,ORD,S,0.000,0.000
140,MRD,P,0.000,0.000
140,SRB,P,0.000,0.000
140,SRB,S,0.000,0.000
140,GRMI,P,0.000,0.000
140,SHB,P,0.000,0.000
140,SHB,S,0.000,0.000
140,AZR,P,0.000,0.000
140,LRK,P,0.000,0.000
140,NAX,S,0.000,0.000
140,SBZ,S,0.000,0.000
140,ASTR,P,0.000,0.000
140,ASTR,S,0.000,0.000
140,BRDA,S,0.000,0.000
140,MAKU,P,0.000,0.000
140,MAKU,S,0.000,0.000
140,ZRD,S,0.000,0.000
140,ZNJK,P,0.000,0.000
140,GNI,P,0.000,0.000
140,GNI,S,0.000,0.000
140,VANB,P,0.000,0.000
141,TVRZ,S,0.000,0.000
141,HRS,P,0.000,0.000
141,HRS,S,0.000,0.000
141,TABZ,S,0.000,0.000
141,TBZ,P,0.000,0.000
141,FTB,P,0.000,0.000
141,FTB,S,0.000,0.000
141,BST,P,0.000,0.000
141,BST,S,0.000,0.000
141,ORD,P,0.000,0.000
141,ORD,S,0.000,0.000
141,MRD,P,0.000,0.000
141,SHB,P,0.000,0.000
141,SHB,S,0.000,0.000
141,SRB,P,0.000,0.000
141,SRB,S,0.000,0.000
141,HSH,P,0.000,0.000
141,SBZ,P,0.000,0.000
141,GLBA,S,0.000,0.000
141,ASTR,P,0.000,0.000
141,ASTR,S,0.000,0.000
141,LKRN,P,0.000,0.000
141,MAKU,P,0.000,0.000
141,MAKU,S,0.000,0.000
141,BRDA,P,0.000,0.000
141,BRDA,S,0.000,0.000
141,SAAT,P,0.000,0.000
141,GANJ,P,0.000,0.000
141,GNI,P,0.000,0.000
141,ZNJK,P,0.000,0.000
141,ZNJK,S,0.000,0.000
141,VANB,P,0.000,0.000
141,VANB,S,0.000,0.000
142,HRS,P,0.000,0.000
142,HRS,S,0.000,0.000
142,TAHR,P,0.000,0.000
142,TAHR,S,0.000,0.000
142,TABZ,P,0.000,0.000
142,FTB,P,0.000,0.000
142,FTB,S,0.000,0.000
142,TBZ,P,0.000,0.000
142,BST,P,0.000,0.000
142,BST,S,0.000,0.000
142,ORD,P,0.000,0.000
142,MRD,P,0.000,0.000
142,MRD,S,0.000,0.000
142,SHB,P,0.000,0.000
142,AZR,S,0.000,0.000
142,GRMI,P,0.000,0.000
142,HSH,P,0.000,0.000
142,HSH,S,0.000,0.000
142,NAX,P,0.000,0.000
142,SBZ,P,0.000,0.000
142,SBZ,S,0.000,0.000
142,LRK,P,0.000,0.000
142,LRK,S,0.000,0.000
142,GLBA,P,0.000,0.000
142,LKRN,S,0.000,0.000
142,MAKU,S,0.000,0.000
142,SAAT,P,0.000,0.000
142,SAAT,S,0.000,0.000
142,GANJ,S,0.000,0.000
142,GNI,P,0.000,0.000
142,ZNJK,P,0.000,0.000
142,ZNJK,S,0.000,0.000
142,VANB,P,0.000,0.000
143,HRS,P,0.000,0.000
143,HRS,S,0.000,0.000
143,TABZ,S,0.000,0.000
143,FTB,S,0.000,0.000
143,TBZ,P,0.000,0.000
143,BST,P,0.000,0.000
143,BST,S,0.000,0.000
143,ORD,P,0.000,0.000
143,MRD,P,0.000,0.000
143,MRD,S,0.000,0.000
143,SHB,P,0.000,0.000
143,AZR,P,0.000,0.000
143,AZR,S,0.000,0.000
143,SRB,P,0.000,0.000
143,GRMI,P,0.000,0.000
143,NAX,P,0.000,0.000
143,LRK,P,0.000,0.000
143,LRK,S,0.000,0.000
143,SBZ,P,0.000,0.000
143,GLBA,P,0.000,0.000
143,GLBA,S,0.000,0.000
143,ASTR,P,0.000,0.000
143,LKRN,P,0.000,0.000
143,MAKU,P,0.000,0.000
143,MAKU,S,0.000,0.000
143,BRDA,P,0.000,0.000
143,BRDA,S,0.000,0.000
143,SAAT,P,0.000,0.000
143,SAAT,S,0.000,0.000
143,ZRD,P,0.000,0.000
143,ZRD,S,0.000,0.000
143,GANJ,P,0.000,0.000
143,GANJ,S,0.000,0.000
143,GNI,S,0.000,0.000
143,ZNJK,P,0.000,0.000
144,TAHR,S,0.000,0.000
144,HRS,P,0.000,0.000
144,TBZ,P,0.000,0.000
144,TABZ,P,0.000,0.000
144,TABZ,S,0.000,0.000
144,FTB,P,0.000,0.000
144,ORD,P,0.000,0.000
144,ORD,S,0.000,0.000
144,MRD,P,0.000,0.000
144,GRMI,S,0.000,0.000
144,SRB,P,0.000,0.000
144,SHB,P,0.000,0.000
144,AZR,P,0.000,0.000
144,AZR,S,0.000,0.000
144,LRK,P,0.000,0.000
144,LRK,S,0.000,0.000
144,NAX,P,0.000,0.000
144,NAX,S,0.000,0.000
144,HSH,S,0.000,0.000
144,GLBA,P,0.000,0.000
144,ASTR,P,0.000,0.000
144,BRDA,P,0.000,0.000
144,BRDA,S,0.000,0.000
144,SAAT,P,0.000,0.000
144,SAAT,S,0.000,0.000
144,MAKU,S,0.000,0.000
144,ZRD,P,0.000,0.000
144,GANJ,P,0.000,0.000
144,GNI,P,0.000,0.000
144,GNI,S,0.000,0.000
144,ZNJK,S,0.000,0.000
144,VANB,P,0.000,0.000
144,VANB,S,0.000,0.000
145,TVRZ,P,0.000,0.000
145,TVRZ,S,0.000,0.000
145,HRS,P,0.000,0.000
145,TAHR,S,0.000,0.000
145,TABZ,P,0.000,0.000
145,TABZ,S,0.000,0.000
145,FTB,P,0.000,0.000
145,FTB,S,0.000,0.000
145,TBZ,P,0.000,0.000
145,BST,P,0.000,0.000
145,SHB,P,0.000,0.000
145,SHB,S,0.000,0.000
145,AZR,P,0.000,0.000
145,SRB,P,0.000,0.000
145,SRB,S,0.000,0.000
145,HSH,P,0.000,0.000
145,HSH,S,0.000,0.000
145,NAX,P,0.000,0.000
145,NAX,S,0.000,0.000
145,SBZ,P,0.000,0.000
145,SBZ,S,0.000,0.000
145,LRK,P,0.000,0.000
145,LRK,S,0.000,0.000
145,GLBA,P,0.000,0.000
145,GLBA,S,0.000,0.000
145,ASTR,P,0.000,0.000
145,ASTR,S,0.000,0.000
145,SAAT,S,0.000,0.000
145,ZRD,P,0.000,0.000
145,GANJ,P,0.000,0.000
145,GANJ,S,0.000,0.000
145,ZNJK,P,0.000,0.000
145,VANB,P,0.000,0.000
146,HRS,P,0.000,0.000
146,HRS,S,0.000,0.000
146,TBZ,P,0.000,0.000
146,TABZ,S,0.000,0.000
146,FTB,P,0.000,0.000
146,FTB,S,0.000,0.000
146,ORD,P,0.000,0.000
146,ORD,S,0.000,0.000
146,BST,P,0.000,0.000
146,BST,S,0.000,0.000
146,MRD,P,0.000,0.000
146,SHB,P,0.000,0.000
146,SHB,S,0.000,0.000
146,AZR,P,0.000,0.000
146,AZR,S,0.000,0.000
146,SRB,P,0.000,0.000
146,SRB,S,0.000,0.000
146,GRMI,P,0.000,0.000
146,GRMI,S,0.000,0.000
146,NAX,S,0.000,0.000
146,HSH,P,0.000,0.000
146,HSH,S,0.000,0.000
146,LRK,P,0.000,0.000
146,LRK,S,0.000,0.000
146,GLBA,P,0.000,0.000
146,ASTR,P,0.000,0.000
146,LKRN,S,0.000,0.000
146,MAKU,P,0.000,0.000
146,BRDA,P,0.000,0.000
146,SAAT,P,0.000,0.000
146,GANJ,P,0.000,0.000
146,GNI,P,0.000,0.000
146,ZNJK,S,0.000,0.000
147,HRS,P,0.000,0.000
147,HRS,S,0.000,0.000
147,TAHR,P,0.000,0.000
147,TAHR,S,0.000,0.000
147,TABZ,P,0.000,0.000
147,TBZ,P,0.000,0.000
147,TBZ,S,0.000,0.000
147,BST,P,0.000,0.000
147,ORD,S,0.000,0.000
147,MRD,P,0.000,0.000
147,SHB,P,0.000,0.000
147,SHB,S,0.000,0.000
147,AZR,P,0.000,0.000
147,SRB,P,0.000,0.000
147,NAX,P,0.000,0.000
147,NAX,S,0.000,0.000
147,HSH,P,0.000,0.000
147,LRK,P,0.000,0.000
147,ASTR,P,0.000,0.000
147,LKRN,P,0.000,0.000
147,LKRN,S,0.000,0.000
147,MAKU,S,0.000,0.000
147,BRDA,P,0.000,0.000
147,SAAT,P,0.000,0.000
147,SAAT,S,0.000,0.000
147,ZRD,S,0.000,0.000
147,GANJ,P,0.000,0.000
147,GANJ,S,0.000,0.000
147,GNI,P,0.000,0.000
147,GNI,S,0.000,0.000
147,ZNJK,P,0.000,0.000
147,ZNJK,S,0.000,0.000
147,VANB,S,0.000,0.000
148,TVRZ,S,0.000,0.000
148,TAHR,S,0.000,0.000
148,HRS,P,0.000,0.000
148,HRS,S,0.000,0.000
148,TBZ,P,0.000,0.000
148,TBZ,S,0.000,0.000
148,TABZ,P,0.000,0.000
148,FTB,P,0.000,0.000
148,BST,P,0.000,0.000
148,BST,S,0.000,0.000
148,MRD,P,0.000,0.000
148,MRD,S,0.000,0.000
148,SHB,P,0.000,0.000
148,AZR,P,0.000,0.000
148,AZR,S,0.000,0.000
148,SRB,P,0.000,0.000
148,GRMI,P,0.000,0.000
148,NAX,P,0.000,0.000
148,HSH,P,0.000,0.000
148,LRK,P,0.000,0.000
148,LRK,S,0.000,0.000
148,GLBA,P,0.000,0.000
148,GLBA,S,0.000,0.000
148,MAKU,P,0.000,0.000
148,MAKU,S,0.000,0.000
148,BRDA,P,0.000,0.000
148,BRDA,S,0.000,0.000
148,SAAT,P,0.000,0.000
148,ZRD,P,0.000,0.000
148,ZRD,S,0.000,0.000
148,GANJ,S,0.000,0.000
148,ZNJK,P,0.000,0.000
148,VANB,S,0.000,0.000
149,TAHR,S,0.000,0.000
149,HRS,P,0.000,0.000
149,HRS,S,0.000,0.000
149,FTB,S,0.000,0.000
149,TBZ,P,0.000,0.000
149,ORD,S,0.000,0.000
149,BST,P,0.000,0.000
149,BST,S,0.000,0.000
149,MRD,P,0.000,0.000
149,GRMI,P,0.000,0.000
149,SHB,P,0.000,0.000
149,SRB,P,0.000,0.000
149,AZR,P,0.000,0.000
149,AZR,S,0.000,0.000
149,HSH,S,0.000,0.000
149,LRK,P,0.000,0.000
149,LRK,S,0.000,0.000
149,NAX,P,0.000,0.000
149,NAX,S,0.000,0.000
149,SBZ,P,0.000,0.000
149,SBZ,S,0.000,0.000
149,GLBA,P,0.000,0.000
149,ASTR,P,0.000,0.000
149,LKRN,P,0.000,0.000
149,LKRN,S,0.000,0.000
149,BRDA,P,0.000,0.000
149,MAKU,P,0.000,0.000
149,MAKU,S,0.000,0.000
149,SAAT,P,0.000,0.000
149,ZRD,P,0.000,0.000
149,ZRD,S,0.000,0.000
149,GANJ,P,0.000,0.000
149,GNI,S,0.000,0.000
149,ZNJK,P,0.000,0.000
149,VANB,P,0.000,0.000
150,TAHR,S,0.000,0.000
150,HRS,P,0.000,0.000
150,HRS,S,0.000,0.000
150,TBZ,P,0.000,0.000
150,FTB,P,0.000,0.000
150,ORD,S,0.000,0.000
150,BST,P,0.000,0.000
150,BST,S,0.000,0.000
150,MRD,P,0.000,0.000
150,SHB,P,0.000,0.000
150,SHB,S,0.000,0.000
150,AZR,P,0.000,0.000
150,SRB,P,0.000,0.000
150,SRB,S,0.000,0.000
150,GRMI,P,0.000,0.000
150,NAX,S,0.000,0.000
150,SBZ,S,0.000,0.000
150,LRK,S,0.000,0.000
150,GLBA,P,0.000,0.000
150,GLBA,S,0.000,0.000
150,MAKU,P,0.000,0.000
150,MAKU,S,0.000,0.000
150,SAAT,S,0.000,0.000
150,GNI,P,0.000,0.000
150,GNI,S,0.000,0.000
150,ZNJK,P,0.000,0.000
150,ZNJK,S,0.000,0.000
151,HRS,P,0.000,0.000
151,HRS,S,0.000,0.000
151,TABZ,S,0.000,0.000
151,TBZ,S,0.000,0.000
151,BST,P,0.000,0.000
151,BST,S,0.000,0.000
151,ORD,P,0.000,0.000
151,SRB,P,0.000,0.000
151,GRMI,P,0.000,0.000
151,GRMI,S,0.000,0.000
151,MRD,P,0.000,0.000
151,MRD,S,0.000,0.000
151,SHB,P,0.000,0.000
151,AZR,S,0.000,0.000
151,HSH,P,0.000,0.000
151,LRK,P,0.000,0.000
151,LRK,S,0.000,0.000
151,NAX,P,0.000,0.000
151,NAX,S,0.000,0.000
151,SBZ,P,0.000,0.000
151,GLBA,P,0.000,0.000
151,GLBA,S,0.000,0.000
151,ASTR,P,0.000,0.000
151,ASTR,S,0.000,0.000
151,LKRN,S,0.000,0.000
151,BRDA,P,0.000,0.000
151,SAAT,S,0.000,0.000
151,MAKU,P,0.000,0.000
151,ZRD,P,0.000,0.000
151,ZRD,S,0.000,0.000
151,ZNJK,P,0.000,0.000
151,GNI,P,0.000,0.000
151,VANB,P,0.000,0.000
152,TVRZ,P,0.000,0.000
152,TVRZ,S,0.000,0.000
152,HRS,P,0.000,0.000
152,TAHR,S,0.000,0.000
152,FTB,S,0.000,0.000
152,TABZ,P,0.000,0.000
152,TBZ,P,0.000,0.000
152,TBZ,S,0.000,0.000
152,BST,P,0.000,0.000
152,BST,S,0.000,0.000
152,ORD,P,0.000,0.000
152,MRD,P,0.000,0.000
152,SRB,P,0.000,0.000
152,SHB,P,0.000,0.000
152,GRMI,P,0.000,0.000
152,GRMI,S,0.000,0.000
152,AZR,P,0.000,0.000
152,AZR,S,0.000,0.000
152,LRK,P,0.000,0.000
152,LRK,S,0.000,0.000
152,SBZ,P,0.000,0.000
152,GLBA,P,0.000,0.000
152,ASTR,P,0.000,0.000
152,ASTR,S,0.000,0.000
152,LKRN,P,0.000,0.000
152,BRDA,S,0.000,0.000
152,MAKU,S,0.000,0.000
152,SAAT,P,0.000,0.000
152,ZRD,P,0.000,0.000
152,GANJ,S,0.000,0.000
152,GNI,S,0.000,0.000
152,VANB,P,0.000,0.000
152,VANB,S,0.000,0.000
153,HRS,P,0.000,0.000
153,HRS,S,0.000,0.000
153,TABZ,S,0.000,0.000
153,FTB,P,0.000,0.000
153,TBZ,P,0.000,0.000
153,TBZ,S,0.000,0.000
153,BST,P,0.000,0.000
153,BST,S,0.000,0.000
153,MRD,P,0.000,0.000
153,MRD,S,0.000,0.000
153,SHB,P,0.000,0.000
153,SHB,S,0.000,0.000
153,AZR,P,0.000,0.000
153,SRB,P,0.000,0.000
153,SRB,S,0.000,0.000
153,GRMI,P,0.000,0.000
153,NAX,P,0.000,0.000
153,LRK,P,0.000,0.000
153,SBZ,P,0.000,0.000
153,SBZ,S,0.000,0.000
153,GLBA,S,0.000,0.000
153,LKRN,S,0.000,0.000
153,MAKU,P,0.000,0.000
153,SAAT,S,0.000,0.000
153,ZRD,S,0.000,0.000
153,GANJ,S,0.000,0.000
153,GNI,P,0.000,0.000
153,ZNJK,P,0.000,0.000
153,ZNJK,S,0.000,0.000
153,VANB,P,0.000,0.000
154,TVRZ,P,0.000,0.000
154,TVRZ,S,0.000,0.000
154,TAHR,P,0.000,0.000
154,TAHR,S,0.000,0.000
154,HRS,P,0.000,0.000
154,HRS,S,0.000,0.000
154,TBZ,P,0.000,0.000
154,TABZ,P,0.000,0.000
154,FTB,S,0.000,0.000
154,ORD,P,0.000,0.000
154,ORD,S,0.000,0.000
154,BST,P,0.000,0.000
154,BST,S,0.000,0.000
154,MRD,P,0.000,0.000
154,SHB,P,0.000,0.000
154,AZR,P,0.000,0.000
154,AZR,S,0.000,0.000
154,SRB,P,0.000,0.000
154,GRMI,P,0.000,0.000
154,GRMI,S,0.000,0.000
154,HSH,S,0.000,0.000
154,LRK,P,0.000,0.000
154,ASTR,P,0.000,0.000
154,ASTR,S,0.000,0.000
154,LKRN,S,0.000,0.000
154,MAKU,S,0.000,0.000
154,BRDA,S,0.000,0.000
154,SAAT,P,0.000,0.000
154,ZRD,P,0.000,0.000
154,GANJ,S,0.000,0.000
154,GNI,P,0.000,0.000
154,ZNJK,P,0.000,0.000
154,VANB,P,0.000,0.000
155,TAHR,S,0.000,0.000
155,HRS,P,0.000,0.000
155,HRS,S,0.000,0.000
155,TBZ,P,0.000,0.000
155,TBZ,S,0.000,0.000
155,BST,P,0.000,0.000
155,BST,S,0.000,0.000
155,ORD,P,0.000,0.000
155,MRD,P,0.000,0.000
155,SHB,P,0.000,0.000
155,SHB,S,0.000,0.000
155,AZR,P,0.000,0.000
155,AZR,S,0.000,0.000
155,SRB,P,0.000,0.000
155,GRMI,P,0.000,0.000
155,GRMI,S,0.000,0.000
155,HSH,S,0.000,0.000
155,NAX,P,0.000,0.000
155,NAX,S,0.000,0.000
155,LRK,P,0.000,0.000
155,SBZ,P,0.000,0.000
155,SBZ,S,0.000,0.000
155,GLBA,P,0.000,0.000
155,GLBA,S,0.000,0.000
155,ASTR,S,0.000,0.000
155,LKRN,P,0.000,0.000
155,MAKU,P,0.000,0.000
155,MAKU,S,0.000,0.000
155,BRDA,P,0.000,0.000
155,SAAT,P,0.000,0.000
155,ZRD,S,0.000,0.000
155,ZNJK,P,0.000,0.000
155,VANB,P,0.000,0.000
156,TAHR,P,0.000,0.000
156,HRS,S,0.000,0.000
156,TABZ,P,0.000,0.000
156,TBZ,P,0.000,0.000
156,TBZ,S,0.000,0.000
156,BST,P,0.000,0.000
156,BST,S,0.000,0.000
156,ORD,P,0.000,0.000
156,ORD,S,0.000,0.000
156,MRD,P,0.000,0.000
156,MRD,S,0.000,0.000
156,SRB,P,0.000,0.000
156,SHB,P,0.000,0.000
156,SHB,S,0.000,0.000
156,GRMI,P,0.000,0.000
156,GRMI,S,0.000,0.000
156,HSH,P,0.000,0.000
156,HSH,S,0.000,0.000
156,SBZ,P,0.000,0.000
156,SBZ,S,0.000,0.000
156,GLBA,P,0.000,0.000
156,GLBA,S,0.000,0.000
156,ASTR,P,0.000,0.000
156,ASTR,S,0.000,0.000
156,LKRN,P,0.000,0.000
156,LKRN,S,0.000,0.000
156,BRDA,P,0.000,0.000
156,ZRD,P,0.000,0.000
156,GANJ,P,0.000,0.000
156,GANJ,S,0.000,0.000
156,ZNJK,S,0.000,0.000
156,GNI,P,0.000,0.000
156,VANB,P,0.000,0.000
157,TVRZ,S,0.000,0.000
157,HRS,P,0.000,0.000
157,HRS,S,0.000,0.000
157,TAHR,S,0.000,0.000
157,TBZ,P,0.000,0.000
157,TBZ,S,0.000,0.000
157,TABZ,P,0.000,0.000
157,TABZ,S,0.000,0.000
157,FTB,S,0.000,0.000
157,BST,P,0.000,0.000
157,BST,S,0.000,0.000
157,MRD,P,0.000,0.000
157,SHB,P,0.000,0.000
157,AZR,P,0.000,0.000
157,SRB,P,0.000,0.000
157,NAX,P,0.000,0.000
157,HSH,P,0.000,0.000
157,HSH,S,0.000,0.000
157,SBZ,P,0.000,0.000
157,SBZ,S,0.000,0.000
157,LRK,P,0.000,0.000
157,LRK,S,0.000,0.000
157,GLBA,P,0.000,0.000
157,GLBA,S,0.000,0.000
157,ASTR,P,0.000,0.000
157,MAKU,P,0.000,0.000
157,MAKU,S,0.000,0.000
157,SAAT,P,0.000,0.000
157,ZRD,P,0.000,0.000
157,ZRD,S,0.000,0.000
157,ZNJK,P,0.000,0.000
157,VANB,P,0.000,0.000
157,VANB,S,0.000,0.000
158,TAHR,P,0.000,0.000
158,TAHR,S,0.000,0.000
158,HRS,P,0.000,0.000
158,HRS,S,0.000,0.000
158,TBZ,P,0.000,0.000
158,TBZ,S,0.000,0.000
158,TABZ,P,0.000,0.000
158,FTB,S,0.000,0.000
158,ORD,P,0.000,0.000
158,BST,P,0.000,0.000
158,BST,S,0.000,0.000
158,MRD,P,0.000,0.000
158,SHB,P,0.000,0.000
158,AZR,P,0.000,0.000
158,AZR,S,0.000,0.000
158,SRB,P,0.000,0.000
158,GRMI,P,0.000,0.000
158,GRMI,S,0.000,0.000
158,HSH,P,0.000,0.000
158,HSH,S,0.000,0.000
158,LRK,S,0.000,0.000
158,GLBA,S,0.000,0.000
158,ASTR,S,0.000,0.000
158,LKRN,P,0.000,0.000
158,MAKU,P,0.000,0.000
158,MAKU,S,0.000,0.000
158,BRDA,S,0.000,0.000
158,SAAT,P,0.000,0.000
158,ZRD,P,0.000,0.000
158,ZNJK,P,0.000,0.000
158,ZNJK,S,0.000,0.000
158,VANB,P,0.000,0.000
159,TAHR,S,0.000,0.000
159,HRS,P,0.000,0.000
159,TVRZ,P,0.000,0.000
159,FTB,S,0.000,0.000
159,TABZ,S,0.000,0.000
159,TBZ,P,0.000,0.000
159,TBZ,S,0.000,0.000
159,BST,P,0.000,0.000
